Order No.,Date,Time,Table,Waiter,Type,Product,Category,Price,Cost,Tip,Client Tye
1013,2014-09-30,20:24,17,Rodolfo,Beverages,Limonada,Non-alcoholic beverages,25,20,0.07,New
1013,2014-09-30,20:24,17,Rodolfo,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.07,New
1013,2014-09-30,20:24,17,Rodolfo,Food,Strudel de Manzana,Desserts,45,31.5,0.07,New
1013,2014-09-30,20:24,17,Rodolfo,Food,Mejillones Horneados,Entrees,75,56.25,0.07,New
1013,2014-09-30,20:24,17,Rodolfo,Food,Vacío,Main course,164,132.84,0.07,New
1014,2014-09-10,21:36,17,Ernesto,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Beverages,Pacifico,Beer,30,21.9,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Beverages,Indio,Beer,25,21.25,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Portobello Confitado,Entrees,64,53.76,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Del Cheff,Pizza,135,112.05,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Salmón Ahumado,Pizza,135,105.3,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Salmón al Pesto,Main course,174,121.8,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.1,Recurrent
1014,2014-09-10,21:36,17,Ernesto,Food,Pizza Prímula,Pizza,105,81.9,0.1,Recurrent
1015,2014-10-15,16:19,5,Alejandro,Beverages,Refresco,Non-alcoholic beverages,20,16,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Minerva,Beer,40,32.4,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Indio,Beer,25,21.25,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Beverages,Corona,Beer,30,24.9,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Mexicana,Pizza,115,95.45,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Frutos del Bosque,Salads,83,69.72,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Pay de Temporada,Desserts,42,33.6,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Pera Rostizada,Salads,89,75.65,0.14,New
1015,2014-10-15,16:19,5,Alejandro,Food,Italiana,Pizza,123,88.56,0.14,New
1016,2014-05-08,14:38,3,Rodolfo,Beverages,Victoria,Beer,30,21.3,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Beverages,Minerva,Beer,40,32.4,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Beverages,Refresco,Non-alcoholic beverages,20,16,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Food,Arrachera del Chef,Main course,135,95.85,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Food,Tacos Arrachera,Tacos,79,66.36,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Food,Pasta Alfredo,Pasta,67,55.61,0.06,Recurrent
1016,2014-05-08,14:38,3,Rodolfo,Food,Panela a la Leña,Entrees,53,42.4,0.06,Recurrent
1017,2014-08-13,20:09,5,Joel,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.1,New
1017,2014-08-13,20:09,5,Joel,Beverages,Minerva,Beer,40,32.4,0.1,New
1017,2014-08-13,20:09,5,Joel,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.1,New
1017,2014-08-13,20:09,5,Joel,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.1,New
1017,2014-08-13,20:09,5,Joel,Beverages,Pacifico,Beer,30,21.9,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Pay de Temporada,Desserts,42,33.6,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Tiramisú,Desserts,42,31.5,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Italiana,Pizza,123,88.56,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Mejillones Horneados,Entrees,75,56.25,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Pasta 4 Quesos,Pasta,69,53.13,0.1,New
1017,2014-08-13,20:09,5,Joel,Food,Tacos Capeados,Tacos,75,60.75,0.1,New
1018,2014-09-29,19:26,10,Omar,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Indio,Beer,25,21.25,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Victoria,Beer,30,21.3,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Minerva,Beer,40,32.4,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Tisana,Non-alcoholic beverages,25,18,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.14,New
1018,2014-09-29,19:26,10,Omar,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Del Cheff,Pizza,135,112.05,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Salmón Ahumado,Pizza,135,105.3,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Mejillones Horneados,Entrees,75,56.25,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Quesadillas Gobernador,Tacos,78,60.06,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Pay de Temporada,Desserts,42,33.6,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Italiana,Pizza,123,88.56,0.14,New
1018,2014-09-29,19:26,10,Omar,Food,Camarones Momia,Entrees,75,58.5,0.14,New
1019,2014-10-18,20:09,10,Mauricio,Beverages,Tecate,Beer,25,18,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Beverages,Pacifico,Beer,30,21.9,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Beverages,Minerva,Beer,40,32.4,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Beverages,Tisana,Non-alcoholic beverages,25,18,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Food,Del Huerto,Salads,65,54.6,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Food,Arrachera del Chef,Main course,135,95.85,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Food,Pan de Elote,Desserts,40,29.6,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Food,Portobello Confitado,Entrees,64,53.76,0.2,New
1019,2014-10-18,20:09,10,Mauricio,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.2,New
1020,2014-07-31,21:50,7,Joel,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Beverages,Vino 10,Wine,708,431.88,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Beverages,Pacifico,Beer,30,21.9,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Beverages,Indio,Beer,25,21.25,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Beverages,Vino 8,Wine,383,256.61,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Tacos Capeados,Tacos,75,60.75,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Mejillones Horneados,Entrees,75,56.25,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Rollos Prímula,Entrees,73,52.56,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Tiramisú,Desserts,42,31.5,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Tropical,Pizza,125,91.25,0.05,Recurrent
1020,2014-07-31,21:50,7,Joel,Food,Camarones al Coco,Salads,84,68.88,0.05,Recurrent
1021,2014-05-16,22:04,13,Saul,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.09,New
1021,2014-05-16,22:04,13,Saul,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.09,New
1021,2014-05-16,22:04,13,Saul,Beverages,Modelo,Beer,30,23.7,0.09,New
1021,2014-05-16,22:04,13,Saul,Beverages,Tecate,Beer,25,18,0.09,New
1021,2014-05-16,22:04,13,Saul,Beverages,Tisana,Non-alcoholic beverages,25,18,0.09,New
1021,2014-05-16,22:04,13,Saul,Beverages,Indio,Beer,25,21.25,0.09,New
1021,2014-05-16,22:04,13,Saul,Food,Lasagna Ratatouille,Pasta,75,54.75,0.09,New
1021,2014-05-16,22:04,13,Saul,Food,Pera Rostizada,Salads,89,75.65,0.09,New
1021,2014-05-16,22:04,13,Saul,Food,Strudel de Manzana,Desserts,45,31.5,0.09,New
1022,2014-08-10,15:50,12,Valentina,Beverages,Victoria,Beer,30,21.3,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Beverages,Tecate,Beer,25,18,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Beverages,Indio,Beer,25,21.25,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Beverages,Modelo,Beer,30,23.7,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Food,Margret de Pato,Main course,198,150.48,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Food,Italiana,Pizza,123,88.56,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Food,Tropical,Pizza,125,91.25,0.1,Recurrent
1022,2014-08-10,15:50,12,Valentina,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.1,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Indio,Beer,25,21.25,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Pacifico,Beer,30,21.9,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Cítricos,Salads,69,56.58,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Tacos Capeados,Tacos,75,60.75,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Salmón al Pesto,Main course,174,121.8,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Margret de Pato,Main course,198,150.48,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Atún Encostrado,Main course,178,145.96,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Pesto & Camarón,Pizza,125,105,0.09,Recurrent
1023,2015-01-30,17:31,14,Alejandro,Food,Frutos del Bosque,Salads,83,69.72,0.09,Recurrent
1024,2014-07-10,00:00,12,Mariana,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.09,New
1024,2014-07-10,00:00,12,Mariana,Beverages,Modelo,Beer,30,23.7,0.09,New
1024,2014-07-10,00:00,12,Mariana,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.09,New
1024,2014-07-10,00:00,12,Mariana,Beverages,Indio,Beer,25,21.25,0.09,New
1024,2014-07-10,00:00,12,Mariana,Beverages,Limonada,Non-alcoholic beverages,25,20,0.09,New
1024,2014-07-10,00:00,12,Mariana,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Strudel de Manzana,Desserts,45,31.5,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Mejillones Horneados,Entrees,75,56.25,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Panela a la Leña,Entrees,53,42.4,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Pizza Prímula,Pizza,105,81.9,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Margret de Pato,Main course,198,150.48,0.09,New
1024,2014-07-10,00:00,12,Mariana,Food,Del Huerto,Salads,65,54.6,0.09,New
1025,2014-10-06,15:50,10,Saul,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.16,New
1025,2014-10-06,15:50,10,Saul,Beverages,Pacifico,Beer,30,21.9,0.16,New
1025,2014-10-06,15:50,10,Saul,Beverages,Limonada,Non-alcoholic beverages,25,20,0.16,New
1025,2014-10-06,15:50,10,Saul,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.16,New
1025,2014-10-06,15:50,10,Saul,Food,Pollo al Pastor,Pizza,115,94.3,0.16,New
1025,2014-10-06,15:50,10,Saul,Food,Cítricos,Salads,69,56.58,0.16,New
1025,2014-10-06,15:50,10,Saul,Food,Margarita,Pizza,105,73.5,0.16,New
1025,2014-10-06,15:50,10,Saul,Food,Mejillones Horneados,Entrees,75,56.25,0.16,New
1026,2014-05-18,19:40,15,Rodolfo,Beverages,Vino 4,Wine,410,270.6,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Beverages,Vino 3,Wine,670,415.4,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Beverages,Victoria,Beer,30,21.3,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Beverages,Vino 8,Wine,383,256.61,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Arrachera del Chef,Main course,135,95.85,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Mejillones Horneados,Entrees,75,56.25,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Tacos Arrachera,Tacos,79,66.36,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Panela a la Leña,Entrees,53,42.4,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.08,New
1026,2014-05-18,19:40,15,Rodolfo,Food,Atún Encostrado,Main course,178,145.96,0.08,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Limonada,Non-alcoholic beverages,25,20,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Tisana,Non-alcoholic beverages,25,18,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Modelo,Beer,30,23.7,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Corona,Beer,30,24.9,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Refresco,Non-alcoholic beverages,20,16,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Pasta Alfredo,Pasta,67,55.61,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Rollos Prímula,Entrees,73,52.56,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Tacos Arrachera,Tacos,79,66.36,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Espárragos Envueltos,Entrees,78,63.18,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.2,New
1027,2014-11-08,00:00,12,Mauricio,Food,Pollo Silvestre,Main course,125,90,0.2,New
1028,2014-11-02,12:57,16,Valentina,Beverages,Modelo,Beer,30,23.7,0.12,New
1028,2014-11-02,12:57,16,Valentina,Beverages,Refresco,Non-alcoholic beverages,20,16,0.12,New
1028,2014-11-02,12:57,16,Valentina,Beverages,Corona,Beer,30,24.9,0.12,New
1028,2014-11-02,12:57,16,Valentina,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.12,New
1028,2014-11-02,12:57,16,Valentina,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.12,New
1028,2014-11-02,12:57,16,Valentina,Food,Pan de Elote,Desserts,40,29.6,0.12,New
1028,2014-11-02,12:57,16,Valentina,Food,Vacío,Main course,164,132.84,0.12,New
1028,2014-11-02,12:57,16,Valentina,Food,Panela a la Leña,Entrees,53,42.4,0.12,New
1028,2014-11-02,12:57,16,Valentina,Food,Quesadillas Gobernador,Tacos,78,60.06,0.12,New
1028,2014-11-02,12:57,16,Valentina,Food,Cítricos,Salads,69,56.58,0.12,New
1029,2014-05-04,14:24,8,Saul,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Beverages,Minerva,Beer,40,32.4,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Beverages,Refresco,Non-alcoholic beverages,20,16,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Beverages,Pacifico,Beer,30,21.9,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.12,Recurrent
1029,2014-05-04,14:24,8,Saul,Food,Tacos Capeados,Tacos,75,60.75,0.12,Recurrent
1030,2014-09-23,13:12,12,Valentina,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.05,New
1030,2014-09-23,13:12,12,Valentina,Beverages,Indio,Beer,25,21.25,0.05,New
1030,2014-09-23,13:12,12,Valentina,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.05,New
1030,2014-09-23,13:12,12,Valentina,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,New
1030,2014-09-23,13:12,12,Valentina,Food,Del Huerto,Salads,65,54.6,0.05,New
1030,2014-09-23,13:12,12,Valentina,Food,Tropical,Pizza,125,91.25,0.05,New
1030,2014-09-23,13:12,12,Valentina,Food,Panela a la Leña,Entrees,53,42.4,0.05,New
1030,2014-09-23,13:12,12,Valentina,Food,Espárragos Envueltos,Entrees,78,63.18,0.05,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Modelo,Beer,30,23.7,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Indio,Beer,25,21.25,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Pacifico,Beer,30,21.9,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Mejillones Horneados,Entrees,75,56.25,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Tropical,Pizza,125,91.25,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Pay de Temporada,Desserts,42,33.6,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Tacos Capeados,Tacos,75,60.75,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Pollo Silvestre,Main course,125,90,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Tacos Arrachera,Tacos,79,66.36,0.17,New
1031,2014-11-01,13:55,7,Ernesto,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.17,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Minerva,Beer,40,32.4,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Pacifico,Beer,30,21.9,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Indio,Beer,25,21.25,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Tecate,Beer,25,18,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Limonada,Non-alcoholic beverages,25,20,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Beverages,Corona,Beer,30,24.9,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Salmón Ahumado,Pizza,135,105.3,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Panela a la Leña,Entrees,53,42.4,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Margarita,Pizza,105,73.5,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Tacos Capeados,Tacos,75,60.75,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Mejillones Horneados,Entrees,75,56.25,0.08,New
1032,2014-03-12,22:04,8,Alejandro,Food,Pesto & Camarón,Pizza,125,105,0.08,New
1033,2014-10-23,17:45,10,Saul,Beverages,Vino 5,Wine,758,553.34,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Vino 1,Wine,587,422.64,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Victoria,Beer,30,21.3,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Pacifico,Beer,30,21.9,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Vino 9 ,Wine,647,478.78,0.1,New
1033,2014-10-23,17:45,10,Saul,Beverages,Indio,Beer,25,21.25,0.1,New
1033,2014-10-23,17:45,10,Saul,Food,Arrachera del Chef,Main course,135,95.85,0.1,New
1033,2014-10-23,17:45,10,Saul,Food,Camarones al Coco,Salads,84,68.88,0.1,New
1033,2014-10-23,17:45,10,Saul,Food,Margret de Pato,Main course,198,150.48,0.1,New
1033,2014-10-23,17:45,10,Saul,Food,Tiramisú,Desserts,42,31.5,0.1,New
1034,2014-06-06,13:55,3,Mariana,Beverages,Victoria,Beer,30,21.3,0.07,New
1034,2014-06-06,13:55,3,Mariana,Beverages,Tisana,Non-alcoholic beverages,25,18,0.07,New
1034,2014-06-06,13:55,3,Mariana,Beverages,Modelo,Beer,30,23.7,0.07,New
1034,2014-06-06,13:55,3,Mariana,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Pan de Elote,Desserts,40,29.6,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Salmón al Pesto,Main course,174,121.8,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Vacío,Main course,164,132.84,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Pizza Prímula,Pizza,105,81.9,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Pay de Temporada,Desserts,42,33.6,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Mexicana,Pizza,115,95.45,0.07,New
1034,2014-06-06,13:55,3,Mariana,Food,Pollo Silvestre,Main course,125,90,0.07,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Victoria,Beer,30,21.3,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Tisana,Non-alcoholic beverages,25,18,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Modelo,Beer,30,23.7,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Limonada,Non-alcoholic beverages,25,20,0.09,New
1035,2014-02-20,14:38,14,Mariana,Beverages,Corona,Beer,30,24.9,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Mejillones Horneados,Entrees,75,56.25,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Salmón Ahumado,Pizza,135,105.3,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Tiramisú,Desserts,42,31.5,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Arrachera del Chef,Main course,135,95.85,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Salmón al Pesto,Main course,174,121.8,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Tropical,Pizza,125,91.25,0.09,New
1035,2014-02-20,14:38,14,Mariana,Food,Salmón,Salads,84,63,0.09,New
1036,2014-05-31,16:19,17,Saul,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Beverages,Modelo,Beer,30,23.7,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Beverages,Pacifico,Beer,30,21.9,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Food,Pasta Alfredo,Pasta,67,55.61,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Food,Camarones Momia,Entrees,75,58.5,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Food,Vacío,Main course,164,132.84,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.11,Recurrent
1036,2014-05-31,16:19,17,Saul,Food,Pay de Temporada,Desserts,42,33.6,0.11,Recurrent
1037,2014-02-06,20:09,12,Valentina,Beverages,Tisana,Non-alcoholic beverages,25,18,0.08,New
