Item,Description,Unit,Cost
450800825,MECHA EZETA COLA CONICA 22.75 MM,PZ,56.05
450409342,MACHO URANGA A/RAPIDO M 10 x 1.00,PZ,56.24
424560457,PITON C/TOPE ABIERTO BCE 17-40 x200,PZ,56.34
451301842,MECHA EZETA CILINDRICA A/R 12.75 MM,PZ,56.46
451301843,MECHA EZETA CILINDRICA A/R 12.50 MM,PZ,56.46
424582464,PITON P/MAD SOLDADO  24 -  90 x 25,CJ,56.67
450810862,PICO GHERARDI PALA-HACHA  75 MM,PZ,56.79
450813601,BANDA AA TELA  75x610 O/A MAD G.100,PZ,56.93
450814752,FLEX DUKE PLAST CONEX MET 1/2 x 50,PZ,57.16
424580780,MECHA EZETA CILIND TITANIO 11.75 MM,RL,57.2
424560960,CLAVO C/CHATA  6-20,PZ,57.51
424594296,MACHO TAP A/LAMINADO NC    6 x 32,PZ,57.52
424594297,MACHO TAP A/LAMINADO NC    8 x 32,PZ,57.79
450813712,MACHO URANGA A/RAPIDO M 20 x 1.00,PZ,57.89
424580274,MECHA EZETA JUEGO A/R x 6 UNID,PZ,58.24
450810865,TENDEDERO PIE PLEG 7 V ALAMB SIMPLE,PZ,58.24
424595625,BANDA AA TELA 100x620 O/A MAD G.120,PZ,58.38
424589524,MECHA EZETA CILINDRICA A/R 18.50 MM,PZ,58.69
424594374,MACHO URANGA A/RAPIDO BSP  5/8 x 14,PZ,58.85
450812695,MACHO URANGA A/ALEADO M 20 x 1.50,PZ,58.9
424582032,LIJA AA GOLD 24K  G.100,PZ,58.92
450801682,PITON P/MAD SOLDADO  23 -  90 x 50,PZ,58.98
450814378,CABLE ACERO  6.0 MM 6 x  7+1,PZ,58.99
450813227,GRAMPA P/CORREA N.35,PZ,59.18
450814480,TELA AA FENOB G. 36   120 x 45000,LA,59.19
424599017,MECHA EZETA WIDIA BOSCH 12 x 350 MM,PZ,59.28
424599660,MECHA EZETA WIDIA BOSCH 12 x 460 MM,PZ,59.28
450812508,MECHA EZETA COLA CONICA 30.50 MM,PZ,59.28
424580971,CABLE ACERO 22.0 MM 6 x 19+1,PZ,59.95
450800252,LIJA AA COLORADO RUBI G.180 FIN,PZ,61.14
450802248,MECHA EZETA COLA CONICA  8.25 MM,PZ,61.2
450813761,MAQ ZONTA RTO-REGLA CENTIMETRADA,PZ,61.29
450813035,CORTINA P/BAÃ‘O COMPLETA VERDE,PZ,61.36
450814192,BROCA MANUAL UR34 3/4,PZ,61.36
424560459,PITON C/TOPE ABIERTO BCE 21-60 x 50,PZ,61.52
424560580,GRAMPA PRENSA CABLE GALV   5/16,PZ,61.62
450821758,GRAMPA P/CORREA N.15,PZ,62
450805374,TIJERA GHERARDI CESPED 3 POSICIONES,PZ,62.11
424573143,TABLA PLANCHAR RTO-FUNDA P/PREMIUM,PZ,62.4
424595769,CUCHARA GHERARDI FORJ N.10,PZ,62.5
413052483,REGADERA PLAST 10 LT,PZ,62.68
450803941,BANDA AA TELA  75x533 O/A MAD G.100,PZ,62.83
450803181,HERRADURA ACANALADA PESADA 1,PZ,62.85
424572714,MECHA EZETA WIDIA BOSCH 10 x 460 MM,PZ,62.97
424572715,MECHA EZETA DE CENTRAR 4.00 MM,PZ,63.09
450814178,TOR P/MECHA C/HEXAG  C/A 14 x 4,PZ,63.28
450800813,MACHO URANGA A/ALEADO NC 1     x  8,PZ,63.43
450814474,MACHO URANGA A/ALEADO M  8 x 1.00,PZ,63.52
450813073,ALAMB REC NEGRO N.14 x 1 KG,PZ,63.65
464502377,MAQ P/RALLAR RTO-TACO,PZ,63.86
450814124,ABRAZ AMERICANA 3005    45 -  60 MM,PZ,63.88
424589974,HILO ALGODON CRUDO 10 x  50 GR,PZ,63.96
450813404,CLAVO C/CHATA  9-20,PZ,63.97
424573144,RIEL DOBLE BLANCO 1.00 MT,PZ,64.36
450813126,PALA GHERARDI FORJ 1/2 L ANCHA  C/C,PZ,64.43
424595710,GRILLETE FORJ GALV   1/4  x   5/16,PZ,64.47
424573145,MECHA EZETA COLA CONICA 35.00 MM,PZ,64.48
424561133,TIJERA RTO-CUCHILLA HUALA 36,PZ,64.83
424596136,AZADA GHERARDI MENDOCINA 2      LBS,PZ,65
450803182,HERRADURA ACANALADA PESADA C/CLIP 6,PZ,65
450813416,TIJERA GHERARDI CORTA PERNOS 24,PZ,65.32
450802917,CLAVO CAJ PULIDO 12- 50 x 30 KG,PZ,65.39
450811410,PALANQ  LAMINADA 1045  76.20 MM,PZ,65.47
450802249,CORTINA P/BAÃ‘O COMPLETA ROJA,PZ,65.72
450803363,PALANQ  LAMINADA 1010 101.60 MM,PZ,65.74
424580007,TELA M/SOMBRA 100 MT NEGRO      80%,PQ,66.66
424595685,FLEX DUKE EXTENSIBLE 40 x 40-50 MM,PZ,66.75
424595686,TENAZA GHERARDI AZULEJISTA N.6,PZ,66.75
424595687,PINZA GHERARDI PICO LORO D/CREM 250,PZ,66.75
450804597,CLAVO P/PARIS FRACC  3 1/2,PZ,66.85
424595616,MAZA GHERARDI FORJADA 1.00 KG,PZ,67.03
450813904,MACHO TAP A/LAMINADO NF  5/32 x 36,PZ,67.24
424593605,GUANTE LATEX P/LARGO CHICO,PZ,67.28
450802681,LIJA AA FENOB G. 36   120 x 45000,PZ,67.43
424599012,CLAVO C/PIZARRA 16-50,PZ,67.47
422501491,CINTA EVEL 102 BOX          2 MT,PZ,67.6
450804624,MECHA EZETA COLA CONICA 31.75 MM,PZ,67.78
450804401,LLANA VOSS 2000 PLASTICA 12 x 12,PZ,67.94
450813310,CLAVO ESCUADRA PUL 21 -  70 x 100,PZ,68
424560997,RIEGO ROCIADOR GIRATORIO ACOPLE RAP,PZ,68.03
424595598,MARTILLO GHERARDI BOLITA 200 GR,PZ,68.26
450813630,MECHA EZETA COLA CONICA  7.25 MM,PZ,68.52
424566919,CADENA P/PERRO N. 8 LARGO 1.70 MT,PZ,68.64
450806076,MENSULA DOBLE NEGRA  170 MM,PZ,68.72
450810954,CLAVO P/PARIS FRACC  2,PZ,68.89
422501414,CADENA NUDO N.15,PZ,69.14
424564741,PITON HO PUL ESCUAD  25 - 110 x  50,PZ,69.24
424595650,LIJA AA GOLD 24K  G.500,PZ,69.48
450801758,GUANTE LATEX P/CORTO  9,PZ,69.67
450805639,MECHA EZETA COLA CONICA 41.25 MM,PZ,69.77
450810720,SELLADOR S-28 SILIC TRANSP  50 GR,PZ,69.9
450817508,GANCHO J P/GALPON COMP 1/4 x  50 MM,PZ,70
450803662,LEBRILLO CHAPA GALV REF N.20  35 LT,PZ,70.47
424595574,AZADA GHERARDI MENDOCINA 2 1/2  LBS,PZ,70.72
450813364,TOR P/MECHA C/FIJAD-PHIL 10 x   1/2,PZ,70.72
450814165,CAÃ‘O CRISTAL 16 - 20  x  25 MT,PZ,70.72
450814488,VIRUTA ACERO GRUESA  x 330 GR,PZ,70.72
424580028,GRAMPA P/CORREA N.27,PZ,71.18
424595633,BANDA AA TELA  64x410 O/A MAD G. 36,PZ,71.51
424560613,MECHA EZETA DOBLE PUNTA 2.50 MM,PZ,71.61
450813955,CORREA SECCION O N.21,PZ,71.94
450906149,BISAGRA T 3 MODELO 520,PZ,72
424589913,TENDEDERO EXTENS 9 V  60 CM,PZ,72.8
450802129,CLAVO ACERO ESC GALV 4.0 - 80 x 50,PZ,72.88
424593687,MACHO URANGA A/RAPIDO NF  9/16 x 18,PZ,73.39
450901049,GANCHO ESTIRA TEJ GALV 3/8  x  9,PZ,73.46
424560534,COLLAR SUELA N.16 LISO - 37 CM,PZ,73.55
424566917,RIEGO REGADOR 5V ACOPLE RAPIDO,PZ,74.36
424583416,GANCHO P/CAÃ‘O ESTRUCT 35 x  90,CJ,74.74
450804301,CORREA SECCION A N.33,PZ,74.88
450817102,CLAVO PUNTA PARIS 5      x 20 KG,PZ,75.07
450811407,ADAP POZIDRIVE P/AUTOPERF 1 x 25 MM,PZ,75.14
424565244,RIEGO REGADOR 1V ACOPLE RAPIDO,PZ,75.28
450814123,TENDEDERO PIE PLEG 9 V ALAMB SIMPLE,PZ,75.37
450906091,ARANDELA FICHA BRONCEADA 10.0 MM,PZ,75.43
450813498,SOGA ELASTICA 5 MM,PZ,75.46
450800228,TENSOR ACERO GALV IMP  1/4,PZ,75.56
450803178,FAROL A GAS P/MICROGARRAFA,PZ,75.65
450818724,RIEL DOBLE ALUM   2.00 MT,PZ,75.92
424573105,MECHA NEIKE WIDIA LARGA 400 12 MM,PZ,75.93
424582659,GANCHO P/CAÃ‘O ESTRUCT 30 x  90,BK,76.51
450800653,MECHA EZETA COLA CONICA 34.00 MM,PZ,76.54
450810917,HERRADURA ACANALADA PESADA C/CLIP 3,PZ,76.65
424595600,MARTILLO GHERARDI BOLITA 300 GR,PZ,77.06
424595617,MAZA GHERARDI FORJADA 1.50 KG,PZ,77.06
424575307,RIEGO KIT MANGUERA 1/2 x 10 MTS,PZ,77.17
450812983,MECHA EZETA COLA CONICA  9.00 MM,PZ,77.38
450814054,LIJA AA COLORADO RUBI G.120 MED,PZ,78
424560349,MECHA EZETA WIDIA BOSCH 10 x 210 MM,PZ,78.89
424590182,PINZA CORTA CERAMICO C/LAPIZ WIDIA,PZ,79.04
450814592,PITON S/TOPE CERRADO P/TACO 10 x 25,PZ,79.04
424581250,POLIET SIXCOM 3 x 100 x 100 NEGRO,PZ,79.05
451305370,LIMPIAMANOS ALLEMANDI PASTA 36x400G,PZ,79.61
424572691,MECHA NEIKE WIDIA LARGA 400  8 MM,PZ,79.83
450804612,SELLADOR SN-4 SILIC NEUTRO 300 GR,PZ,79.9
450811903,CUCHARIN ROBLE P/ALBAÃ‘IL N. 5,PZ,79.96
450813582,CORREA SECCION A N.41,PZ,80.05
450800654,MECHA EZETA COLA CONICA 30.25 MM,PZ,80.08
424593694,SOPAPA ACERO DE BAÃ‘ERA,PZ,80.48
450814179,TOR P/MECHA C/HEXAG  C/A 14 x 3,PZ,80.6
450813407,CEPILLO ACERO CIRCULAR  8x1,PZ,80.69
450814279,MACHO URANGA A/ALEADO M 12 x 1.50,RL,81.12
450905663,BISAGRA REVERSIBLE BCEADA  2x 5x2.0,PZ,81.54
450813731,ABRAZ AMERICANA 3001    16 -  22 MM,PZ,81.72
450805147,CAÃ‘O CRISTAL 15 - 19  x  25 MT,PZ,81.99
450802760,HERRADURA ACANALADA PESADA 7,PZ,82.3
450814109,LIJA AA COLORADO RUBI G.100 MED,PZ,82.35
413052437,PERCHA PLAST AUTOADHESIVA CHICA,PZ,82.47
450810660,TOR P/MECHA C/FIJAD-PHIL  8 x   1/2,PZ,83.19
450812174,MECHA EZETA COLA CONICA 33.00 MM,PZ,83.76
450804104,CORTAFRIO GHERARDI CHATO 12-25 250,PZ,84.06
450803306,MECHA EZETA COLA CONICA 25.75 MM,PZ,84.24
450817264,CAÃ‘O CRISTAL  4 -  7  x  50 MT,PZ,84.38
450814122,MECHA EZETA COLA CONICA 26.00 MM,PZ,84.69
424561963,MECHA EZETA WIDIA BOSCH 12 x 160 MM,PZ,84.98
450814193,BROCA MANUAL - MANGO BTU58 5/8,PZ,85.28
424595634,BANDA AA TELA  64x410 O/A MAD G. 40,PZ,85.89
450813403,MECHA EZETA COLA CONICA 29.50 MM,PZ,86.11
424595618,MAZA GHERARDI FORJADA 2.00 KG,PZ,86.16
450813468,MAQ ZONTA CORTA CERAMICO 42 CM C/T,PZ,86.32
450812223,CORTINA P/BAÃ‘O RTO-PROTECT ROSA,PZ,86.36
424582558,GANCHO P/CAÃ‘O ESTRUCT 30 x 120,PQ,86.65
450810747,CORREA SECCION A N.60,PZ,86.83
450818300,SEMILLA REFORZADA N.10,PZ,87.59
450812218,MECHA EZETA COLA CONICA 25.00 MM,PZ,87.88
450814195,PALA GHERARDI POCERA ESCOCESA C/HIE,PZ,87.96
45091155,ESCARDILLO CORAZON Y PALA 78 MM,PZ,88
450804896,MECHA EZETA WIDIA BOSCH 16 x 210 MM,PZ,88.25
424564373,BANDA AA TELA 100x610 O/A MAD G. 80,PZ,88.36
450805462,CORREA SECCION A N.32,PZ,88.4
450817293,BROCA MANUAL UR58 5/8,PZ,88.4
450409396,TEJ ROMBO ACINDAR 100-50-14-10 ML,PZ,88.54
451305637,CAÃ‘O RIEGO GREEN   1/2 x 25 MT,PZ,88.54
424582617,GANCHO P/CAÃ‘O ESTRUCT 35 x 120,BK,88.9
424593705,FLEX SIFOLIMP PVC REG 1/2 x 40 CM,PZ,88.96
450812676,PICO GHERARDI PTA-PALA  75 MM C/CAB,PZ,89.18
424564428,PITON C/TOPE ABIERTO BCE 16-35 x200,PZ,89.26
450813751,MECHA BIASSONI P T E  7/16  CORTA,PZ,89.39
450812926,MACHO URANGA A/ALEADO M 18 x 1.50,LA,89.44
450818571,CEPILLO ALAMBRE ACERO  C/MANGO 4x19,PZ,89.44
451305258,TEJ ROMBO ACINDAR 180-63-14-10 ML,PZ,89.68
413050523,CARBURO DE CALCIO x 115 KG,PZ,90.19
450813632,VIRUTA ACERO FINA    x 330 GR,PZ,90.27
450817291,GUARDACABO GALV   5/16,PZ,90.52
451305638,CAJA METALICA F3 20x20x48 2 FUELLES,PZ,90.82
424560714,COLLAR SUELA N.14 LISO - 33 CM,PZ,91.5
450813295,CABO P/HACHA   0.90 MT  VIZCAINA,PZ,91.6
450817456,MARTILLO EL ROBLE GALPONERO,PZ,91.98
424560095,MECHA EZETA WIDIA BOSCH  6 x 160 MM,PZ,92.21
451305268,TEJ ROMBO ACINDAR 200-50-14-10 ML,PZ,93.29
422500123,PITON HO PUL ESCUAD  23 -  90 x 100,PZ,93.42
450817310,CAÃ‘O CRISTAL 12 - 15  x  50 MT,PZ,94
451305269,TEJ ROMBO ACINDAR 200-63-14-10 ML,PZ,94.05
450817393,CINTA EVEL 210 PROFESIONAL 10 MT,PZ,94.06
424593690,MACHO URANGA A/RAPIDO NF  7/8  x 14,PZ,95.19
450804787,DISCO AA NO PAST 6 PERF 154  G.240,PZ,95.22
450812677,CADENA NUDO N.10,MT,95.39
424595599,GRINFA EL ROBLE ACERO FORJADO N.14,PZ,96.46
450409397,TEJ ROMBO ACINDAR 125-50-14-10 ML,PZ,96.71
451305270,MACHO URANGA A/RAPIDO NC  7/8  x  9,PZ,96.71
451305639,CAJA METALICA F2 20x20x42 2 FUELLES,PZ,96.71
450801901,MECHA EZETA COLA CONICA 19.00 MM,PZ,96.72
424580082,MECHA EZETA DE CENTRAR 3.15 MM,PZ,96.76
464502393,CORREA SECCION A N.57,PZ,96.87
450819821,ELECTRODO ESAB P/AZUL 4.00 MM,PZ,97.07
413053302,REGADERA CHAPA GALV N.2  10 LT,PZ,97.16
450812734,BIS FICHA P/SOLD REF  60-33-8 x 2.5,PZ,97.24
450802674,CORREA SECCION A N.44,PZ,97.26
450803307,MACHO URANGA A/ALEADO NF  7/8  x 14,PZ,97.76
450819690,MECHA EZETA CILINDRICA A/R  9.75 MM,PZ,98
424595676,BANDA AA TELA  50x478 O/A MET G.120,PZ,98.79
450810812,MACHO URANGA A/RAPIDO M 18 x 1.00,PZ,99.36
450800906,TOR P/MECHA C/FIJAD-PHIL  6 x 1,PZ,100.58
450813315,TENDEDERO ABANICO LATERAL,LA,100.69
450805857,PITON C/TOPE ESCUAD  BCE 17-40 x200,PZ,100.71
450801403,MECHA EZETA COLA CONICA 16.50 MM,PZ,101.52
424573107,MECHA EZETA WIDIA LARGA 400 10 MM,PZ,101.92
450818805,MECHA EZETA COLA CONICA 45.50 MM,PZ,101.92
451305271,TEJ ROMBO ACINDAR 200-76-14-10 ML,PZ,102.22
450804510,MECHA EZETA COLA CONICA 12.50 MM,PZ,102.66
450900619,MECHA EZETA CILINDRICA A/R 16.00 MM,PZ,102.96
424595601,MARTILLO GHERARDI BOLITA 400 GR,PZ,102.99
450814793,MECHA BIASSONI P T E  5/16  CORTA,PZ,103.17
450817295,BROCA MANUAL - MANGO BTU56 5/16,PZ,103.48
450814194,PALA GHERARDI FORJ CORAZON      C/L,PZ,103.5
450817338,PITON HO PUL ESCUAD  27 - 120 x  25,PZ,103.8
450814543,GRILLETE FORJ GALV   7/8  x 1,PZ,103.92
424595613,GRINFA EL ROBLE ACERO FORJADO N.25,PZ,104.39
450409398,TEJ ROMBO ACINDAR 125-63-14-10 ML,PZ,104.5
451305371,LIMPIAMANOS ALLEMANDI PASTA 12x1 KG,PZ,104.5
450814823,MACHO URANGA A/RAPIDO M 14 x 1.25,PZ,104.51
424562026,PITON HO PUL ESCUAD  18 -  40 x 100,PZ,104.81
450804021,TABLA PLANCHAR CLASICA COMPLETA,PZ,104.89
424593689,MACHO URANGA A/RAPIDO NF  3/4  x 16,PZ,105.03
450801204,GRAMPA PRENSA CABLE GALV   1/2,PZ,105.88
450801205,GRAMPA PRENSA CABLE GALV   9/16,PZ,105.88
450813092,ABRAZ AMERICANA 3001/5  20 -  28 MM,PZ,106.08
422000814,MACHO URANGA A/ALEADO NPT 1/2 x 14,PZ,106.84
450800652,MECHA EZETA COLA CONICA 23.25 MM,PZ,107.07
424595636,PINZA GHERARDI PICO LORO D/CREM 300,PZ,108.05
450803751,MECHA EZETA COLA CONICA 38.25 MM,PZ,108.99
424585637,MACHO URANGA A/ALEADO NF  3/8  x 24,PZ,109.2
450805375,MECHA EZETA COLA CONICA 40.50 MM,PZ,109.6
424594375,GANCHO ESTIRA TEJ GALV 5/16 x  6,PZ,110.75
424595637,ACOPLE DUKE COMPRESION PROF 1/2,PZ,110.93
424582608,MECHA EZETA WIDIA LARGA 400  6 MM,BK,111.22
450813961,GANCHO ESTIRA TEJ GALV 5/16 x 11,PZ,111.52
424581282,MECHA EZETA DOBLE PUNTA 3.30 MM,PZ,112.32
424595614,GRINFA EL ROBLE ACERO FORJADO N.28,PZ,112.33
424560004,MECHA EZETA WIDIA BOSCH  6 x 110 MM,PZ,112.73
424572059,REGATON REGULABLE 3/8  BASE GRANDE,PZ,113.36
450803266,BARRAL 0.40MT S/LLAVE GARRAFA 10 KG,PZ,113.36
450819662,REGADERA PLAST  5 LT RTO-FLOR,PZ,113.98
450812483,GRILLETE FORJ GALV 1 1/8  x 1 1/4,PZ,114.35
450817315,MACHO URANGA A/ALEADO M  8 x 0.75,PZ,114.4
450818804,MECHA EZETA COLA CONICA 45.25 MM,PZ,114.4
422000824,MACHO URANGA A/ALEADO NPT 3/8 x 18,PZ,114.92
424562773,CABO P/LIMA PLANA     250 A 300 MM,PZ,114.93
424580029,MECHA EZETA MULTIMATERIAL  5 MM,PZ,116.11
450817149,PITON HO PUL ESCUAD  15 -  25 x 300,BA,116.48
424595638,BANDA AA TELA 100x620 O/A MAD G.100,PZ,117.2
424595677,BANDA AA TELA  50x478 O/A MET G.150,PZ,117.23
450409093,TOR P/AGUJ C/TROMP P/MAD  6 x 1 1/2,PZ,117.502761383
450409094,TOR P/AGUJ C/TROMP P/MAD  6 x 1 5/8,PZ,117.502761383
450905373,MECHA EZETA COLA CONICA 47.00 MM,PZ,118.75
451305261,TEJ ROMBO ACINDAR 180-76-14-10 ML,PZ,118.94
390000042,TOR P/MECHA C/HEXAG  C/A 14 x 2 1/2,PZ,119
450805367,GRILLETE FORJ GALV 1 1/2  x 1 5/8,PZ,119.28
451305200,MECHA EZETA CILINDRICA A/R  3.25 MM,PZ,120.78
424560310,CABO P/LIMA PLANA     300 A 350 MM,PZ,121.07
450812428,GRILLETE FORJ GALV 1 1/4  x 1 3/8,PZ,121.21
424594303,FLEX SIFOLIMP PVC REG 1/2 x 50 CM,PZ,122
450810584,MECHA EZETA COLA CONICA 14.50 MM,PZ,122.43
424595682,LIJA AA GOLD 24K  G.220,PZ,122.62
424589741,CLAVO ESCUADRA PUL 24 -  90,PZ,123.1
450812960,CORREA SECCION A N.45,PZ,124.01
450409095,TOR P/AGUJ C/TROMP P/MAD  6 x 2,PZ,124.069092166
424574882,CLAVO CAJ PULIDO FRACC  12- 50,PZ,124.56
424581134,MECHA EZETA CILIND TITANIO 11.25 MM,PZ,124.56
450800698,CADENA ONETO CALIBRADA N.55,PZ,124.56
450803832,PALANQ  LAMINADA 1010  63.50 MM,PZ,124.8
450812435,MECHA EZETA COLA CONICA 35.75 MM,PZ,124.8
424593695,SOPAPA ACERO CON RECEPTACULO BAÃ‘ERA,PZ,124.83
451305272,TEJ ROMBO ACINDAR 200-63-12-10 ML,PZ,124.83
450800815,BROCA MANUAL UR56 5/16,PZ,126.07
450803571,MECHA EZETA COLA CONICA 24.25 MM,PZ,126.67
450812068,RIEL DOBLE BLANCO 2.00 MT,PZ,127.38
450805292,MECHA BIASSONI P T E  3/8   LARGA,PZ,129.27
450805150,CAÃ‘O CRISTAL 14 - 18  x  50 MT,PZ,130
424595578,AZADA GHERARDI CARPIR N.1,PZ,130.32
450814696,MECHA EZETA COLA CONICA 17.50 MM,PZ,131.66
450814578,MAQ HORMIGONERA C/MOTOR,PZ,131.82
450408943,CAJA METALICA B2 15x20x43 1 BANDEJA,PZ,131.86
451305364,HORM ALLEMANDI DUAL TARRO  24x250GR,PZ,131.86
451305643,CAJA METALICA B1 15x20x32 1 BANDEJA,PZ,131.86
450813560,CLAVO ESCUADRA PUL 22 -  60,PZ,132.15
450810746,CORREA SECCION A N.42,PZ,133.54
424592236,MECHA EZETA CILIND TITANIO 10.25 MM,PZ,133.78
424572630,CUCHARA ROBLE P/ALBAÃ‘IL N. 8 MOCHA,PZ,134.46
450816379,CLAVO ESPIRALADO 6      x 20 KG,PZ,134.59
450813222,MACHO URANGA A/RAPIDO M 18 x 2.00,PZ,134.95
450925787,GRAMPA P/CORREA N.20,PZ,135
413050661,PITON S/TOPE ESCUAD  P/TACO  6 x 50,PZ,135.76
451305277,MACHO URANGA A/RAPIDO NC  5/8  x 11,PZ,136.42
451305632,CANDADO 606 40MM JGO 12 PZS COMB,PZ,136.42
424580972,MECHA EZETA MULTIMATERIAL  8 MM,PZ,137.34
424595584,TIJERA GHERARDI PODAR 240 MM,PZ,137.55
450802622,PITON S/TOPE CERRADO P/TACO  5 x 50,PZ,137.89
424587996,MECHA EZETA DE CENTRAR 1.25 MM,RL,137.97
450818697,MAQ ZONTA RTO-PALANCA 42,PZ,138
450409286,CAJA METALICA B3 15x20x49 1 BANDEJA,PZ,138.89
451305294,MACHO URANGA A/RAPIDO NC  3/4  x 10,PZ,138.89
450906029,MECHA EZETA CILINDRICA A/R  0.75 MM,PZ,139
450813579,POLIET SIXCOM 2 x 200 x  50 NEGRO,PZ,139.61
450811408,ABRAZ AMERICANA 3000    14 -  20 MM,PZ,139.62
450925788,GRAMPA PRENSA CABLE GALV   1/4,PZ,139.73
450826249,ADHESIVO DUKE P/PVC 1000 CM3,PZ,140
450826250,ADHESIVO DUKE P/PVC  250 CM3,PZ,140
450826253,ADHESIVO DUKE P/PVC  500 CM3,PZ,140
450813763,FAROL RTO-BOQUILLA 500 W,PZ,140.08
450803200,GRILLETE FORJ GALV 1      x 1 1/8,PZ,140.25
450805984,MACHO URANGA A/ALEADO NC  7/8  x  9,PZ,141.12
450818473,GANCHO J P/GALPON COMP 1/4 x  90 MM,PZ,142.29
424595585,TIJERA GHERARDI PODAR RTO-RESORTE,PZ,142.7
450300022,BALDE CHAPA P/ALBAÃ‘IL 1 PZA,PQ,143
424561234,GANCHO P/CAÃ‘O ESTRUCT 40 x  90,PZ,143.41
450813660,TENSOR ACERO GALV IMP  1/2,PZ,143.45
450814885,PITON C/TOPE ESCUAD  BCE 16-35 x200,PZ,143.47
424572629,REGADERA CHAPA GALV N.4  14 LT,PZ,143.84
424586192,CADENA P/PERRO N. 9 LARGO 2.20 MT,BK,144.03
450409089,TOR P/AGUJ C/TROMP P/MAD  6 x   5/8,PZ,144.113680873
450409091,TOR P/AGUJ C/TROMP P/MAD  6 x 1,PZ,144.113680873
450409092,TOR P/AGUJ C/TROMP P/MAD  6 x 1 1/4,PZ,144.113680873
450817108,CEPILLO MANUAL CURVO MANGO PLASTICO,PZ,144.6
424572627,TIJERA RTO-CUCHILLA HUALA 24,PZ,144.84
450812129,CLAVO CAJ PULIDO 17- 75 x 30 KG,PZ,145.32
450813166,TENDEDERO PIE PLEG 9 V ALAMB C/ALAS,PZ,147.39
451305640,CANDADO 606 50MM JGO 12 PZS MAESTRO,PZ,147.44
450813378,PITON S/TOPE CERRADO P/TACO 12 x 20,PZ,147.98
424563372,SOGA TRENZ P/MOTOR EXPL 4.00 MM,PZ,149.74
450901250,CABO P/MARTILLO RECTO 0.25 MT,PZ,150
450814548,DISCO AA GOLD    6 PERF 154  G.360,PZ,150.7
450814305,CORREA SECCION A N.34,PZ,151.4
450900639,GANCHO CONTRA VIENTO 20 -  80 x 50,PZ,151.95
451305273,TEJ ROMBO ACINDAR 150-76-14.5-10 ML,PZ,152.19
450811913,CORTAVIDRIO T/JOBO CABO MADERA,PZ,153.8
450303094,MECHA EZETA COLA CONICA 55.00 MM,RL,154.14
424561901,PITON C/TOPE ABIERTO BCE 21-70 x 50,PZ,154.26
450806020,TELA MOSQ ALUM UNIV 0.61 x 30.0 MT,PZ,155.43
450802593,MECHA EZETA COLA CONICA 26.75 MM,PZ,156.26
422000826,MACHO URANGA A/ALEADO NPT 3/4 x 14,CJ,157.04
450801861,CARCIMA 1019 PALITA TRANSPLANTADORA,PZ,158.39
450817001,CLAVO C/CHATA  7-16,PZ,159.23
450826251,SELLA ROSCAS DUKE  25 GR,PZ,160
450826252,ANAFE 1 HORN ENLOZ C/ROB GAS ENV,PZ,160
451102416,ARANDELA FICHA BRONCEADA  8.0 MM,PZ,160
451102417,ARANDELA FICHA BRONCEADA  8.5 MM,PZ,160
450303103,MECHA NEIKE WIDIA CORTA  4 MM,RL,160.31
450813128,MECHA EZETA COLA CONICA 12.00 MM,PZ,160.6
450303224,MECHA EZETA COLA CONICA 58.00 MM,RL,161.71
424560572,GARRAFAS 1 KG,PZ,161.74
424582510,BIS T/MUNICION C/AGUJ CINC  75x75,PQ,162.25
450801836,ABRAZ A/INOXIDABLE 5504  9 - 13 MM,PZ,162.95
450814557,NIVEL EVEL ALUMINIO  30 CM,PZ,163.28
450900253,GANCHO CONTRA VIENTO 21 -  90 x 25,PZ,163.45
424590242,REGLA EVEL METALICA  50 CM,PZ,163.56
450813562,MECHA EZETA COLA CONICA 39.00 MM,PZ,163.59
450801565,CORTAFRIO GHERARDI HEXAG 18-21 200,PZ,164.69
450810661,POLIET ECO 3 x 100 x 100 NEGRO,PZ,164.94
450818794,MECHA EZETA COLA CONICA 48.00 MM,PZ,165.36
450303212,MECHA EZETA CILIND TITANIO  3.25 MM,RL,165.64
450303225,MECHA EZETA COLA CONICA 52.00 MM,RL,165.64
424595649,TENAZA GHERARDI ARMAD N. 9 ME CORTE,PZ,165.89
451301275,CADENA P/PERRO N. 9 LARGO 1.40 MT,PZ,166.08
450813693,MECHA EZETA COLA CONICA 46.75 MM,PZ,166.4
422000810,MACHO URANGA A/ALEADO NPT 1/4 x 18,PZ,166.92
450303097,MECHA NEIKE WIDIA CORTA  5 MM,RL,167.15
450805613,RIEL DOBLE BLANCO 0.50 MT,PZ,167.46
451305365,HORM ALLEMANDI DUAL TARRO  12x250GR,PZ,168.15
450814627,CABLE ACERO 13.0 MM 6 x 19+1,PZ,168.91
450303223,MECHA EZETA COLA CONICA 51.00 MM,RL,169.83
424595621,BANDA AA TELA  50x478 O/A MET G. 40,PZ,170.12
424595622,BANDA AA TELA  50x478 O/A MET G. 50,PZ,170.12
424595623,BANDA AA TELA  50x478 O/A MET G. 60,PZ,170.12
451301269,MECHA EZETA CILINDRICA A/R  2.25 MM,PZ,170.2
450801128,MECHA EZETA COLA CONICA 27.25 MM,PZ,170.47
450303095,MECHA EZETA COLA CONICA 57.00 MM,RL,170.55
