Enrollment date,Machine,Participant,Time of use (minutes)
2021-10-25 00:00:00,Machine 9,Participant 12,149
2021-10-22 00:00:00,Machine 10,Participant 43,144
2021-08-17 00:00:00,Machine 6,Participant 64,165
2021-08-24 00:00:00,Machine 3,Participant 66,128
2021-09-05 00:00:00,Machine 6,Participant 26,121
2021-08-12 00:00:00,Machine 6,Participant 50,108
2021-11-01 00:00:00,Machine 5,Participant 20,153
2021-10-26 00:00:00,Machine 2,Participant 47,132
2021-08-04 00:00:00,Machine 10,Participant 13,168
2021-11-15 00:00:00,Machine 8,Participant 8,144
2021-09-06 00:00:00,Machine 3,Participant 29,151
2021-09-27 00:00:00,Machine 5,Participant 2,141
2021-08-05 00:00:00,Machine 3,Participant 56,140
2021-10-14 00:00:00,Machine 2,Participant 3,163
2021-10-28 00:00:00,Machine 7,Participant 50,163
2021-09-01 00:00:00,Machine 8,Participant 23,173
2021-09-06 00:00:00,Machine 8,Participant 42,155
2021-10-20 00:00:00,Machine 6,Participant 56,139
2021-09-19 00:00:00,Machine 4,Participant 59,157
2021-08-16 00:00:00,Machine 4,Participant 54,119
2021-11-04 00:00:00,Machine 10,Participant 5,160
2021-09-21 00:00:00,Machine 3,Participant 41,155
2021-10-01 00:00:00,Machine 5,Participant 30,109
2021-08-10 00:00:00,Machine 9,Participant 51,121
2021-11-11 00:00:00,Machine 3,Participant 68,136
2021-09-16 00:00:00,Machine 1,Participant 39,155
2021-08-30 00:00:00,Machine 6,Participant 9,155
2021-09-28 00:00:00,Machine 5,Participant 11,162
2021-08-28 00:00:00,Machine 2,Participant 9,112
2021-09-22 00:00:00,Machine 3,Participant 36,136
2021-08-22 00:00:00,Machine 8,Participant 2,141
2021-09-02 00:00:00,Machine 9,Participant 58,133
2021-08-13 00:00:00,Machine 9,Participant 6,156
2021-09-15 00:00:00,Machine 4,Participant 5,154
2021-11-22 00:00:00,Machine 4,Participant 21,119
2021-11-13 00:00:00,Machine 4,Participant 12,159
2021-10-12 00:00:00,Machine 10,Participant 21,140
2021-11-23 00:00:00,Machine 7,Participant 70,122
2021-11-01 00:00:00,Machine 10,Participant 39,159
2021-08-10 00:00:00,Machine 4,Participant 61,149
2021-10-18 00:00:00,Machine 2,Participant 68,169
2021-08-09 00:00:00,Machine 3,Participant 1,140
2021-11-02 00:00:00,Machine 3,Participant 68,122
2021-08-03 00:00:00,Machine 8,Participant 29,105
2021-11-25 00:00:00,Machine 1,Participant 35,150
2021-09-08 00:00:00,Machine 5,Participant 28,132
2021-09-05 00:00:00,Machine 3,Participant 6,124
2021-11-01 00:00:00,Machine 2,Participant 28,137
2021-09-07 00:00:00,Machine 2,Participant 8,114
2021-11-27 00:00:00,Machine 6,Participant 25,140
2021-11-11 00:00:00,Machine 5,Participant 47,171
2021-10-03 00:00:00,Machine 1,Participant 69,155
2021-11-05 00:00:00,Machine 1,Participant 23,148
2021-10-24 00:00:00,Machine 2,Participant 46,143
2021-11-18 00:00:00,Machine 5,Participant 27,131
2021-11-07 00:00:00,Machine 10,Participant 66,117
2021-10-21 00:00:00,Machine 4,Participant 38,117
2021-08-20 00:00:00,Machine 5,Participant 31,108
2021-11-06 00:00:00,Machine 5,Participant 11,150
2021-08-05 00:00:00,Machine 5,Participant 1,143
2021-11-01 00:00:00,Machine 10,Participant 66,155
2021-08-16 00:00:00,Machine 1,Participant 68,119
2021-08-31 00:00:00,Machine 3,Participant 61,123
2021-09-09 00:00:00,Machine 10,Participant 34,146
2021-10-06 00:00:00,Machine 1,Participant 13,134
2021-08-31 00:00:00,Machine 7,Participant 63,166
2021-09-07 00:00:00,Machine 10,Participant 22,135
2021-09-23 00:00:00,Machine 8,Participant 56,163
2021-10-29 00:00:00,Machine 9,Participant 50,128
2021-09-04 00:00:00,Machine 4,Participant 39,161
2021-10-13 00:00:00,Machine 4,Participant 55,136
2021-11-15 00:00:00,Machine 3,Participant 37,144
2021-09-28 00:00:00,Machine 2,Participant 30,120
2021-09-06 00:00:00,Machine 2,Participant 40,118
2021-11-22 00:00:00,Machine 6,Participant 20,136
2021-08-21 00:00:00,Machine 5,Participant 51,150
2021-11-08 00:00:00,Machine 2,Participant 20,160
2021-08-05 00:00:00,Machine 4,Participant 41,134
2021-08-08 00:00:00,Machine 6,Participant 63,152
2021-08-18 00:00:00,Machine 6,Participant 44,123
2021-11-19 00:00:00,Machine 10,Participant 29,149
2021-11-11 00:00:00,Machine 2,Participant 62,113
2021-11-16 00:00:00,Machine 6,Participant 12,135
2021-10-06 00:00:00,Machine 3,Participant 20,164
2021-10-03 00:00:00,Machine 2,Participant 29,163
2021-11-29 00:00:00,Machine 6,Participant 30,123
2021-09-11 00:00:00,Machine 10,Participant 65,166
2021-09-23 00:00:00,Machine 2,Participant 39,170
2021-09-06 00:00:00,Machine 9,Participant 37,147
2021-11-11 00:00:00,Machine 3,Participant 31,137
2021-08-05 00:00:00,Machine 7,Participant 37,141
2021-11-08 00:00:00,Machine 6,Participant 36,163
2021-10-10 00:00:00,Machine 6,Participant 55,160
2021-11-19 00:00:00,Machine 3,Participant 54,135
2021-11-25 00:00:00,Machine 5,Participant 38,124
2021-09-15 00:00:00,Machine 4,Participant 31,149
2021-09-14 00:00:00,Machine 10,Participant 30,157
2021-10-19 00:00:00,Machine 3,Participant 68,147
2021-09-30 00:00:00,Machine 7,Participant 4,135
2021-10-28 00:00:00,Machine 5,Participant 70,125
2021-09-16 00:00:00,Machine 2,Participant 10,140
2021-10-08 00:00:00,Machine 9,Participant 14,137
2021-08-17 00:00:00,Machine 10,Participant 41,170
2021-10-02 00:00:00,Machine 3,Participant 57,117
2021-08-30 00:00:00,Machine 1,Participant 15,123
2021-11-12 00:00:00,Machine 8,Participant 54,154
2021-09-18 00:00:00,Machine 7,Participant 52,134
2021-08-26 00:00:00,Machine 7,Participant 9,129
2021-08-13 00:00:00,Machine 5,Participant 70,143
2021-10-19 00:00:00,Machine 4,Participant 14,163
2021-10-23 00:00:00,Machine 10,Participant 43,164
2021-08-14 00:00:00,Machine 9,Participant 2,120
2021-09-10 00:00:00,Machine 6,Participant 38,137
2021-09-08 00:00:00,Machine 2,Participant 50,127
2021-10-30 00:00:00,Machine 3,Participant 18,119
2021-08-25 00:00:00,Machine 3,Participant 21,167
2021-08-27 00:00:00,Machine 10,Participant 29,127
2021-09-17 00:00:00,Machine 10,Participant 50,142
2021-11-26 00:00:00,Machine 3,Participant 60,158
2021-11-08 00:00:00,Machine 3,Participant 49,153
2021-09-28 00:00:00,Machine 4,Participant 60,144
2021-08-02 00:00:00,Machine 2,Participant 36,155
2021-09-25 00:00:00,Machine 10,Participant 23,145
2021-08-14 00:00:00,Machine 1,Participant 8,126
2021-08-26 00:00:00,Machine 8,Participant 57,147
2021-08-11 00:00:00,Machine 2,Participant 27,139
2021-08-04 00:00:00,Machine 9,Participant 1,163
2021-10-01 00:00:00,Machine 1,Participant 23,126
2021-09-14 00:00:00,Machine 3,Participant 40,129
2021-11-10 00:00:00,Machine 9,Participant 34,167
2021-09-24 00:00:00,Machine 1,Participant 8,166
2021-11-13 00:00:00,Machine 10,Participant 54,149
2021-09-06 00:00:00,Machine 2,Participant 55,124
2021-11-19 00:00:00,Machine 2,Participant 44,111
2021-08-26 00:00:00,Machine 2,Participant 57,142
2021-11-21 00:00:00,Machine 4,Participant 41,159
2021-09-12 00:00:00,Machine 2,Participant 12,136
2021-09-21 00:00:00,Machine 6,Participant 17,144
2021-11-04 00:00:00,Machine 6,Participant 47,144
2021-08-06 00:00:00,Machine 1,Participant 66,162
2021-10-01 00:00:00,Machine 2,Participant 13,152
2021-10-03 00:00:00,Machine 4,Participant 21,135
2021-09-14 00:00:00,Machine 6,Participant 9,151
2021-09-29 00:00:00,Machine 9,Participant 24,151
2021-08-11 00:00:00,Machine 7,Participant 15,127
2021-11-06 00:00:00,Machine 5,Participant 57,149
2021-11-21 00:00:00,Machine 1,Participant 62,145
2021-09-23 00:00:00,Machine 9,Participant 62,132
2021-08-29 00:00:00,Machine 5,Participant 54,153
2021-08-12 00:00:00,Machine 1,Participant 61,168
2021-10-06 00:00:00,Machine 2,Participant 51,124
2021-09-20 00:00:00,Machine 7,Participant 23,149
2021-11-05 00:00:00,Machine 10,Participant 30,149
2021-09-12 00:00:00,Machine 2,Participant 29,133
2021-10-31 00:00:00,Machine 9,Participant 34,138
2021-08-16 00:00:00,Machine 1,Participant 65,158
2021-08-13 00:00:00,Machine 10,Participant 5,121
2021-10-01 00:00:00,Machine 10,Participant 23,168
2021-10-09 00:00:00,Machine 9,Participant 62,159
2021-08-25 00:00:00,Machine 5,Participant 13,179
2021-09-06 00:00:00,Machine 6,Participant 33,156
2021-09-06 00:00:00,Machine 2,Participant 3,110
2021-10-07 00:00:00,Machine 6,Participant 5,171
2021-09-13 00:00:00,Machine 3,Participant 45,110
2021-09-01 00:00:00,Machine 8,Participant 68,130
2021-08-31 00:00:00,Machine 1,Participant 31,127
2021-08-25 00:00:00,Machine 6,Participant 67,159
2021-10-25 00:00:00,Machine 9,Participant 32,133
2021-10-23 00:00:00,Machine 4,Participant 45,169
2021-08-01 00:00:00,Machine 7,Participant 34,119
2021-09-11 00:00:00,Machine 2,Participant 9,151
2021-10-23 00:00:00,Machine 2,Participant 23,157
2021-11-05 00:00:00,Machine 9,Participant 27,146
2021-10-05 00:00:00,Machine 4,Participant 27,143
2021-09-25 00:00:00,Machine 5,Participant 57,139
2021-08-13 00:00:00,Machine 9,Participant 68,121
2021-08-23 00:00:00,Machine 3,Participant 31,165
2021-10-15 00:00:00,Machine 1,Participant 42,126
2021-10-01 00:00:00,Machine 7,Participant 52,128
2021-10-18 00:00:00,Machine 5,Participant 30,118
2021-09-11 00:00:00,Machine 4,Participant 33,165
2021-10-15 00:00:00,Machine 2,Participant 13,163
2021-11-21 00:00:00,Machine 6,Participant 3,152
2021-09-22 00:00:00,Machine 4,Participant 44,157
2021-11-21 00:00:00,Machine 3,Participant 36,144
2021-11-09 00:00:00,Machine 4,Participant 28,143
2021-11-19 00:00:00,Machine 7,Participant 33,158
2021-11-13 00:00:00,Machine 6,Participant 21,119
2021-10-29 00:00:00,Machine 5,Participant 59,142
2021-09-12 00:00:00,Machine 4,Participant 30,174
2021-11-17 00:00:00,Machine 4,Participant 3,113
2021-08-30 00:00:00,Machine 7,Participant 18,150
2021-11-01 00:00:00,Machine 9,Participant 18,114
2021-08-15 00:00:00,Machine 1,Participant 60,158
2021-08-04 00:00:00,Machine 3,Participant 9,124
2021-11-13 00:00:00,Machine 2,Participant 67,145
2021-09-27 00:00:00,Machine 3,Participant 16,139
2021-08-12 00:00:00,Machine 10,Participant 21,163
2021-11-02 00:00:00,Machine 7,Participant 42,131
2021-10-09 00:00:00,Machine 6,Participant 59,133
2021-09-17 00:00:00,Machine 9,Participant 25,140
2021-09-03 00:00:00,Machine 7,Participant 7,155
2021-10-10 00:00:00,Machine 10,Participant 27,127
2021-11-02 00:00:00,Machine 2,Participant 46,153
2021-10-27 00:00:00,Machine 6,Participant 55,152
2021-09-12 00:00:00,Machine 3,Participant 65,157
2021-09-09 00:00:00,Machine 4,Participant 50,142
2021-11-17 00:00:00,Machine 3,Participant 48,131
2021-09-14 00:00:00,Machine 7,Participant 66,143
2021-10-09 00:00:00,Machine 2,Participant 30,173
2021-08-12 00:00:00,Machine 8,Participant 29,141
2021-11-10 00:00:00,Machine 5,Participant 66,159
2021-10-27 00:00:00,Machine 5,Participant 2,130
2021-10-12 00:00:00,Machine 5,Participant 48,143
2021-10-15 00:00:00,Machine 8,Participant 27,157
2021-10-07 00:00:00,Machine 2,Participant 31,131
2021-09-12 00:00:00,Machine 10,Participant 27,113
2021-09-02 00:00:00,Machine 8,Participant 31,124
2021-10-31 00:00:00,Machine 9,Participant 36,140
2021-09-03 00:00:00,Machine 10,Participant 42,121
2021-11-28 00:00:00,Machine 10,Participant 25,171
2021-09-27 00:00:00,Machine 7,Participant 4,123
2021-09-14 00:00:00,Machine 7,Participant 3,162
2021-09-17 00:00:00,Machine 8,Participant 1,146
2021-08-26 00:00:00,Machine 10,Participant 42,138
2021-08-18 00:00:00,Machine 6,Participant 34,160
2021-08-16 00:00:00,Machine 4,Participant 64,146
2021-10-19 00:00:00,Machine 1,Participant 8,157
2021-08-03 00:00:00,Machine 1,Participant 64,169
2021-08-20 00:00:00,Machine 5,Participant 63,128
2021-10-21 00:00:00,Machine 9,Participant 68,156
2021-11-03 00:00:00,Machine 10,Participant 52,118
2021-11-03 00:00:00,Machine 9,Participant 14,114
2021-09-25 00:00:00,Machine 6,Participant 61,174
2021-09-15 00:00:00,Machine 1,Participant 42,175
2021-10-17 00:00:00,Machine 8,Participant 45,139
2021-11-05 00:00:00,Machine 8,Participant 38,138
2021-11-12 00:00:00,Machine 1,Participant 46,127
2021-11-13 00:00:00,Machine 6,Participant 7,152
2021-10-25 00:00:00,Machine 5,Participant 54,156
2021-09-29 00:00:00,Machine 1,Participant 15,170
2021-10-27 00:00:00,Machine 3,Participant 28,124
2021-10-26 00:00:00,Machine 10,Participant 45,131
2021-10-02 00:00:00,Machine 2,Participant 5,144
2021-10-03 00:00:00,Machine 4,Participant 43,170
2021-09-21 00:00:00,Machine 5,Participant 11,127
2021-09-15 00:00:00,Machine 9,Participant 70,136
2021-10-10 00:00:00,Machine 7,Participant 25,161
2021-08-23 00:00:00,Machine 7,Participant 58,152
2021-11-04 00:00:00,Machine 6,Participant 59,165
2021-11-21 00:00:00,Machine 4,Participant 69,123
2021-08-19 00:00:00,Machine 5,Participant 68,146
2021-10-22 00:00:00,Machine 3,Participant 26,119
2021-10-15 00:00:00,Machine 3,Participant 43,140
2021-09-08 00:00:00,Machine 6,Participant 22,144
2021-08-16 00:00:00,Machine 5,Participant 25,151
2021-08-09 00:00:00,Machine 1,Participant 48,129
2021-10-15 00:00:00,Machine 9,Participant 22,175
2021-11-04 00:00:00,Machine 5,Participant 48,141
2021-09-03 00:00:00,Machine 1,Participant 6,144
2021-08-16 00:00:00,Machine 7,Participant 1,153
2021-11-01 00:00:00,Machine 9,Participant 70,118
2021-11-03 00:00:00,Machine 1,Participant 44,165
2021-10-23 00:00:00,Machine 3,Participant 32,174
2021-10-06 00:00:00,Machine 7,Participant 60,121
2021-08-15 00:00:00,Machine 10,Participant 9,141
2021-09-01 00:00:00,Machine 5,Participant 35,152
2021-08-27 00:00:00,Machine 1,Participant 36,136
2021-09-25 00:00:00,Machine 8,Participant 45,164
2021-08-26 00:00:00,Machine 8,Participant 65,166
2021-11-24 00:00:00,Machine 2,Participant 43,111
2021-09-03 00:00:00,Machine 9,Participant 3,153
2021-11-13 00:00:00,Machine 4,Participant 46,143
2021-11-08 00:00:00,Machine 10,Participant 21,158
2021-11-18 00:00:00,Machine 2,Participant 5,136
2021-11-05 00:00:00,Machine 7,Participant 42,133
2021-08-17 00:00:00,Machine 3,Participant 29,170
2021-10-28 00:00:00,Machine 7,Participant 70,164
2021-11-29 00:00:00,Machine 10,Participant 5,152
2021-11-08 00:00:00,Machine 7,Participant 21,148
2021-11-16 00:00:00,Machine 2,Participant 51,118
2021-11-17 00:00:00,Machine 4,Participant 8,141
2021-09-10 00:00:00,Machine 2,Participant 31,164
2021-10-23 00:00:00,Machine 2,Participant 12,164
2021-10-12 00:00:00,Machine 8,Participant 63,158
2021-09-06 00:00:00,Machine 8,Participant 43,164
2021-11-30 00:00:00,Machine 2,Participant 66,130
2021-09-04 00:00:00,Machine 10,Participant 30,128
2021-08-23 00:00:00,Machine 7,Participant 34,122
2021-10-20 00:00:00,Machine 9,Participant 67,148
2021-08-22 00:00:00,Machine 3,Participant 14,132
2021-10-09 00:00:00,Machine 7,Participant 24,138
2021-11-22 00:00:00,Machine 1,Participant 2,124
2021-08-14 00:00:00,Machine 3,Participant 34,124
2021-10-05 00:00:00,Machine 7,Participant 22,149
2021-08-23 00:00:00,Machine 8,Participant 22,162
2021-10-07 00:00:00,Machine 1,Participant 23,143
2021-08-24 00:00:00,Machine 6,Participant 22,129
2021-09-19 00:00:00,Machine 7,Participant 57,140
2021-10-17 00:00:00,Machine 9,Participant 6,132
2021-11-26 00:00:00,Machine 10,Participant 1,151
2021-09-10 00:00:00,Machine 3,Participant 64,142
2021-09-26 00:00:00,Machine 10,Participant 4,165
2021-09-28 00:00:00,Machine 2,Participant 60,173
2021-09-04 00:00:00,Machine 6,Participant 44,152
2021-08-03 00:00:00,Machine 10,Participant 23,137
2021-09-23 00:00:00,Machine 9,Participant 25,129
2021-11-03 00:00:00,Machine 8,Participant 53,131
2021-09-27 00:00:00,Machine 6,Participant 12,123
2021-10-29 00:00:00,Machine 10,Participant 38,135
2021-10-31 00:00:00,Machine 7,Participant 46,157
2021-10-01 00:00:00,Machine 5,Participant 23,149
2021-11-15 00:00:00,Machine 9,Participant 45,157
2021-11-27 00:00:00,Machine 7,Participant 36,165
2021-08-26 00:00:00,Machine 6,Participant 54,142
2021-08-25 00:00:00,Machine 7,Participant 62,146
2021-10-26 00:00:00,Machine 3,Participant 14,125
2021-08-21 00:00:00,Machine 7,Participant 27,161
2021-08-05 00:00:00,Machine 3,Participant 55,152
2021-09-27 00:00:00,Machine 4,Participant 2,142
2021-09-30 00:00:00,Machine 1,Participant 60,177
2021-11-13 00:00:00,Machine 5,Participant 42,158
2021-09-09 00:00:00,Machine 9,Participant 49,123
2021-08-22 00:00:00,Machine 1,Participant 48,123
2021-11-13 00:00:00,Machine 8,Participant 17,162
2021-08-29 00:00:00,Machine 10,Participant 62,167
2021-10-29 00:00:00,Machine 4,Participant 41,155
2021-09-20 00:00:00,Machine 4,Participant 67,131
2021-09-10 00:00:00,Machine 8,Participant 58,140
2021-08-07 00:00:00,Machine 9,Participant 64,167
2021-10-25 00:00:00,Machine 3,Participant 14,130
2021-10-01 00:00:00,Machine 5,Participant 3,154
2021-11-10 00:00:00,Machine 2,Participant 40,136
2021-08-18 00:00:00,Machine 7,Participant 41,163
2021-11-20 00:00:00,Machine 9,Participant 1,164
2021-08-15 00:00:00,Machine 4,Participant 59,158
2021-10-12 00:00:00,Machine 10,Participant 45,159
2021-09-22 00:00:00,Machine 7,Participant 20,144
2021-11-16 00:00:00,Machine 9,Participant 41,146
2021-10-19 00:00:00,Machine 8,Participant 45,161
2021-08-01 00:00:00,Machine 9,Participant 41,155
2021-10-29 00:00:00,Machine 7,Participant 14,132
2021-08-27 00:00:00,Machine 4,Participant 43,148
2021-10-02 00:00:00,Machine 1,Participant 61,160
2021-09-02 00:00:00,Machine 7,Participant 25,144
2021-08-16 00:00:00,Machine 5,Participant 5,156
2021-10-27 00:00:00,Machine 7,Participant 18,119
2021-10-15 00:00:00,Machine 3,Participant 69,138
2021-08-06 00:00:00,Machine 6,Participant 2,118
2021-08-16 00:00:00,Machine 1,Participant 13,123
2021-08-20 00:00:00,Machine 10,Participant 67,169
2021-10-20 00:00:00,Machine 7,Participant 15,131
2021-10-08 00:00:00,Machine 7,Participant 45,125
2021-11-25 00:00:00,Machine 2,Participant 56,117
2021-09-10 00:00:00,Machine 4,Participant 25,140
2021-11-24 00:00:00,Machine 5,Participant 36,108
2021-08-24 00:00:00,Machine 8,Participant 65,145
2021-08-07 00:00:00,Machine 5,Participant 15,169
2021-10-22 00:00:00,Machine 4,Participant 50,130
2021-08-27 00:00:00,Machine 3,Participant 56,124
2021-09-02 00:00:00,Machine 6,Participant 1,149
2021-08-21 00:00:00,Machine 4,Participant 47,121
2021-08-31 00:00:00,Machine 7,Participant 55,137
2021-09-03 00:00:00,Machine 2,Participant 48,132
2021-11-26 00:00:00,Machine 8,Participant 36,138
2021-08-20 00:00:00,Machine 2,Participant 24,128
2021-08-14 00:00:00,Machine 9,Participant 6,145
2021-08-16 00:00:00,Machine 5,Participant 9,168
2021-10-02 00:00:00,Machine 3,Participant 20,169
2021-08-25 00:00:00,Machine 6,Participant 44,153
2021-08-27 00:00:00,Machine 4,Participant 27,156
2021-10-25 00:00:00,Machine 1,Participant 1,140
2021-09-09 00:00:00,Machine 3,Participant 30,137
2021-11-03 00:00:00,Machine 10,Participant 33,107
2021-09-05 00:00:00,Machine 10,Participant 56,132
2021-08-13 00:00:00,Machine 9,Participant 13,152
2021-11-20 00:00:00,Machine 6,Participant 26,160
2021-09-19 00:00:00,Machine 9,Participant 23,151
2021-11-23 00:00:00,Machine 6,Participant 40,155
2021-08-08 00:00:00,Machine 6,Participant 33,126
2021-08-30 00:00:00,Machine 6,Participant 44,132
2021-11-16 00:00:00,Machine 6,Participant 37,159
2021-10-08 00:00:00,Machine 7,Participant 24,144
2021-08-29 00:00:00,Machine 1,Participant 49,137
2021-09-11 00:00:00,Machine 4,Participant 62,138
2021-08-13 00:00:00,Machine 7,Participant 51,146
2021-09-02 00:00:00,Machine 3,Participant 34,158
2021-08-09 00:00:00,Machine 4,Participant 5,127
2021-11-04 00:00:00,Machine 3,Participant 59,131
2021-10-28 00:00:00,Machine 3,Participant 55,142
2021-11-06 00:00:00,Machine 1,Participant 58,172
2021-08-26 00:00:00,Machine 7,Participant 37,136
2021-08-26 00:00:00,Machine 10,Participant 67,156
2021-09-20 00:00:00,Machine 4,Participant 23,143
2021-08-07 00:00:00,Machine 4,Participant 49,137
2021-10-17 00:00:00,Machine 10,Participant 64,164
2021-08-30 00:00:00,Machine 4,Participant 16,160
2021-11-15 00:00:00,Machine 3,Participant 65,163
2021-11-14 00:00:00,Machine 7,Participant 15,116
2021-08-11 00:00:00,Machine 9,Participant 10,168
2021-11-07 00:00:00,Machine 10,Participant 55,140
2021-08-18 00:00:00,Machine 6,Participant 50,157
2021-09-28 00:00:00,Machine 8,Participant 31,165
2021-11-08 00:00:00,Machine 4,Participant 3,135
2021-08-21 00:00:00,Machine 4,Participant 4,140
2021-11-12 00:00:00,Machine 5,Participant 66,149
2021-11-27 00:00:00,Machine 2,Participant 58,141
2021-09-17 00:00:00,Machine 6,Participant 9,127
2021-11-04 00:00:00,Machine 2,Participant 39,161
2021-10-01 00:00:00,Machine 7,Participant 10,168
2021-08-11 00:00:00,Machine 3,Participant 13,165
2021-10-02 00:00:00,Machine 10,Participant 11,126
2021-09-22 00:00:00,Machine 6,Participant 4,147
2021-08-15 00:00:00,Machine 5,Participant 63,143
2021-09-16 00:00:00,Machine 8,Participant 49,126
2021-09-25 00:00:00,Machine 3,Participant 4,172
2021-11-23 00:00:00,Machine 5,Participant 6,142
2021-08-11 00:00:00,Machine 6,Participant 21,128
2021-10-08 00:00:00,Machine 4,Participant 24,106
2021-11-08 00:00:00,Machine 2,Participant 20,123
2021-09-27 00:00:00,Machine 2,Participant 34,161
2021-11-05 00:00:00,Machine 10,Participant 11,129
2021-11-19 00:00:00,Machine 3,Participant 32,156
2021-11-02 00:00:00,Machine 5,Participant 10,143
2021-09-18 00:00:00,Machine 10,Participant 34,130
2021-10-31 00:00:00,Machine 3,Participant 53,125
2021-08-15 00:00:00,Machine 5,Participant 70,163
2021-11-21 00:00:00,Machine 7,Participant 26,164
2021-10-05 00:00:00,Machine 5,Participant 38,121
2021-09-30 00:00:00,Machine 8,Participant 10,157
2021-11-08 00:00:00,Machine 10,Participant 67,153
2021-09-28 00:00:00,Machine 1,Participant 1,156
2021-11-10 00:00:00,Machine 9,Participant 55,164
2021-08-23 00:00:00,Machine 5,Participant 56,156
2021-08-20 00:00:00,Machine 3,Participant 66,143
2021-09-11 00:00:00,Machine 2,Participant 15,137
2021-09-16 00:00:00,Machine 1,Participant 68,117
2021-09-24 00:00:00,Machine 1,Participant 56,180
2021-08-27 00:00:00,Machine 7,Participant 22,158
2021-09-06 00:00:00,Machine 4,Participant 48,143
2021-11-26 00:00:00,Machine 5,Participant 66,146
2021-08-02 00:00:00,Machine 10,Participant 24,171
2021-10-30 00:00:00,Machine 9,Participant 9,163
2021-10-04 00:00:00,Machine 8,Participant 32,154
2021-09-14 00:00:00,Machine 7,Participant 23,179
2021-11-21 00:00:00,Machine 6,Participant 60,133
2021-10-19 00:00:00,Machine 3,Participant 46,150
2021-09-11 00:00:00,Machine 2,Participant 11,158
2021-10-08 00:00:00,Machine 5,Participant 9,122
2021-08-05 00:00:00,Machine 2,Participant 45,110
2021-09-07 00:00:00,Machine 6,Participant 58,120
2021-09-18 00:00:00,Machine 5,Participant 44,163
2021-09-08 00:00:00,Machine 6,Participant 32,123
2021-09-26 00:00:00,Machine 2,Participant 40,124
2021-11-09 00:00:00,Machine 9,Participant 20,128
2021-10-13 00:00:00,Machine 3,Participant 58,150
2021-11-28 00:00:00,Machine 8,Participant 64,148
2021-10-30 00:00:00,Machine 9,Participant 59,169
2021-08-09 00:00:00,Machine 3,Participant 66,175
2021-09-08 00:00:00,Machine 6,Participant 44,121
2021-10-25 00:00:00,Machine 3,Participant 20,149
2021-09-03 00:00:00,Machine 8,Participant 35,167
2021-11-18 00:00:00,Machine 6,Participant 20,178
2021-08-31 00:00:00,Machine 6,Participant 32,177
2021-10-29 00:00:00,Machine 1,Participant 45,129
2021-11-06 00:00:00,Machine 4,Participant 28,151
2021-08-26 00:00:00,Machine 6,Participant 65,162
2021-11-25 00:00:00,Machine 5,Participant 27,172
2021-10-16 00:00:00,Machine 2,Participant 39,145
2021-09-16 00:00:00,Machine 10,Participant 70,152
2021-10-18 00:00:00,Machine 2,Participant 35,137
2021-09-29 00:00:00,Machine 10,Participant 11,121
2021-08-03 00:00:00,Machine 2,Participant 27,157
2021-10-23 00:00:00,Machine 2,Participant 61,120
2021-08-23 00:00:00,Machine 1,Participant 38,154
2021-10-23 00:00:00,Machine 6,Participant 43,148
2021-11-06 00:00:00,Machine 9,Participant 5,154
2021-09-03 00:00:00,Machine 7,Participant 28,156
2021-08-20 00:00:00,Machine 1,Participant 8,166
2021-10-20 00:00:00,Machine 1,Participant 63,137
2021-10-05 00:00:00,Machine 2,Participant 23,129
2021-09-06 00:00:00,Machine 2,Participant 9,151
2021-11-13 00:00:00,Machine 10,Participant 43,131
2021-09-26 00:00:00,Machine 7,Participant 68,148
2021-08-29 00:00:00,Machine 4,Participant 30,126
2021-10-13 00:00:00,Machine 2,Participant 16,123
2021-10-20 00:00:00,Machine 9,Participant 34,120
2021-08-01 00:00:00,Machine 6,Participant 41,166
2021-11-12 00:00:00,Machine 3,Participant 35,111
2021-10-15 00:00:00,Machine 8,Participant 38,159
2021-10-01 00:00:00,Machine 2,Participant 65,155
2021-09-17 00:00:00,Machine 3,Participant 58,157
2021-11-18 00:00:00,Machine 6,Participant 15,118
2021-08-21 00:00:00,Machine 6,Participant 19,128
2021-11-17 00:00:00,Machine 3,Participant 13,128
2021-10-23 00:00:00,Machine 4,Participant 55,136
2021-08-22 00:00:00,Machine 3,Participant 25,131
2021-10-20 00:00:00,Machine 2,Participant 68,161
2021-09-25 00:00:00,Machine 8,Participant 8,138
2021-11-29 00:00:00,Machine 7,Participant 12,137
2021-08-29 00:00:00,Machine 1,Participant 42,157
2021-08-27 00:00:00,Machine 5,Participant 30,117
2021-11-03 00:00:00,Machine 5,Participant 55,130
2021-10-23 00:00:00,Machine 1,Participant 11,157
2021-08-27 00:00:00,Machine 2,Participant 59,131
2021-08-22 00:00:00,Machine 4,Participant 65,155
2021-08-14 00:00:00,Machine 3,Participant 36,132
2021-11-20 00:00:00,Machine 6,Participant 49,127
2021-11-06 00:00:00,Machine 4,Participant 37,172
2021-08-02 00:00:00,Machine 5,Participant 54,134
2021-11-05 00:00:00,Machine 7,Participant 31,123
2021-08-24 00:00:00,Machine 2,Participant 9,140
2021-11-26 00:00:00,Machine 10,Participant 68,152
2021-08-10 00:00:00,Machine 3,Participant 20,150
2021-08-01 00:00:00,Machine 3,Participant 33,161
2021-09-03 00:00:00,Machine 4,Participant 26,151
2021-09-24 00:00:00,Machine 4,Participant 27,120
