Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
451305189,ESC BARREHOJA EL ABUELO PLASTICA,PZ,362.25,,,,,ESC BARREHOJA EL ABUELO PLASTICA,451305189,PZ,362.25,,,,,,,,,,,,,,,,,,,
451305190,ESCARDILLO CORAZON Y 2 PUAS 78 MM,PZ,362.25,,,,,ESCARDILLO CORAZON Y 2 PUAS 78 MM,451305190,PZ,362.25,,,,,,,,,,,,,,,,,,,
451305191,ESCARDILLO CORAZON Y 2 PUAS 67 MM,PZ,362.25,,,,,ESCARDILLO CORAZON Y 2 PUAS 67 MM,451305191,PZ,362.25,,,,,,,,,,,,,,,,,,,
451404427,CLAVO ACERO GALV 3.0 - 50 x 100,PZ,363,,,,,CLAVO ACERO GALV 3.0 - 50 x 100,451404427,PZ,363,,,,,,,,,,,,,,,,,,,
451305320,TORNILLO TIRAFONDO GALV 5/16x4,PZ,363.47,,,,,TORNILLO TIRAFONDO GALV 5/16x4,451305320,PZ,363.47,,,,,,,,,,,,,,,,,,,
451305321,TORNILLO TIRAFONDO GALV 5/16x4 1/2,PZ,363.47,,,,,TORNILLO TIRAFONDO GALV 5/16x4 1/2,451305321,PZ,363.47,,,,,,,,,,,,,,,,,,,
450813699,GRAMPA P/CERCO 10-25 MM,PZ,366.88,,,,,GRAMPA P/CERCO 10-25 MM,450813699,PZ,366.88,,,,,,,,,,,,,,,,,,,
450800585,ENROLLADOR REGADOR C/BASE,PZ,369.86,,,,,ENROLLADOR REGADOR C/BASE,450800585,PZ,369.86,,,,,,,,,,,,,,,,,,,
424593698,TOR P/MECHA WIN 10 - 24 x 1 7/16,PZ,372.97,,,,,TOR P/MECHA WIN 10 - 24 x 1 7/16,424593698,PZ,372.97,,,,,,,,,,,,,,,,,,,
451305366,HORM ALLEMANDI DUAL TARRO  12x 1 KG,PZ,374.87,,,,,HORM ALLEMANDI DUAL TARRO  12x 1 KG,451305366,PZ,374.87,,,,,,,,,,,,,,,,,,,
424564885,RIEGO REGADOR 5V ACOPLE ESPIGA,PZ,375.34,,,,,RIEGO REGADOR 5V ACOPLE ESPIGA,424564885,PZ,375.34,,,,,,,,,,,,,,,,,,,
450811888,CORREA SECCION A N.40,PZ,375.44,,,,,CORREA SECCION A N.40,450811888,PZ,375.44,,,,,,,,,,,,,,,,,,,
450814052,DESTAPACAÃ‘ERIA CINTA ACERO 10 MT,PZ,377.83,,,,,DESTAPACAÃ‘ERIA CINTA ACERO 10 MT,450814052,PZ,377.83,,,,,,,,,,,,,,,,,,,
424500507,CHAIRA BIASSONI LISA  8 - 203 MM,PZ,378,,,,,CHAIRA BIASSONI LISA  8 - 203 MM,424500507,PZ,378,,,,,,,,,,,,,,,,,,,
422000590,MECHA MAX   JUEGO A/R x 6 UNID,CJ,379.6,,,,,MECHA MAX   JUEGO A/R x 6 UNID,422000590,CJ,379.6,,,,,,,,,,,,,,,,,,,
450814018,BIS FICHA P/SOLD REF  80- 8   x 2.5,PZ,379.6,,,,,BIS FICHA P/SOLD REF  80- 8   x 2.5,450814018,PZ,379.6,,,,,,,,,,,,,,,,,,,
424595651,BANDA AA TELA  64x410 O/A MAD G.120,PZ,380.07,,,,,BANDA AA TELA  64x410 O/A MAD G.120,424595651,PZ,380.07,,,,,,,,,,,,,,,,,,,
450814093,CLAVO P/PARIS FRACC  1,GL,381.56,,,,,CLAVO P/PARIS FRACC  1,450814093,GL,381.56,,,,,,,,,,,,,,,,,,,
450813737,RIEGO PISTOLA ACOPLE RAPIDO,PZ,382.2,,,,,RIEGO PISTOLA ACOPLE RAPIDO,450813737,PZ,382.2,,,,,,,,,,,,,,,,,,,
451305372,LIMPIAMANOS ALLEMANDI PASTA   x6 KG,PZ,383.8,,,,,LIMPIAMANOS ALLEMANDI PASTA   x6 KG,451305372,PZ,383.8,,,,,,,,,,,,,,,,,,,
451305373,INSEC ALLEMANDI LIQ 12 x  500 CM3,PZ,383.8,,,,,INSEC ALLEMANDI LIQ 12 x  500 CM3,451305373,PZ,383.8,,,,,,,,,,,,,,,,,,,
451305545,CEMENTO 81 DE CONTACTO  x    1/4 LT,PZ,383.8,,,,,CEMENTO 81 DE CONTACTO  x    1/4 LT,451305545,PZ,383.8,,,,,,,,,,,,,,,,,,,
451305546,CEMENTO 81 DE CONTACTO  x    1/2 LT,PZ,383.8,,,,,CEMENTO 81 DE CONTACTO  x    1/2 LT,451305546,PZ,383.8,,,,,,,,,,,,,,,,,,,
451305547,CEMENTO 81 DE CONTACTO  x  1     LT,PZ,383.8,,,,,CEMENTO 81 DE CONTACTO  x  1     LT,451305547,PZ,383.8,,,,,,,,,,,,,,,,,,,
424565514,PITON HO PUL ESCUAD  20 -  60 x 100,PZ,384.17,,,,,PITON HO PUL ESCUAD  20 -  60 x 100,424565514,PZ,384.17,,,,,,,,,,,,,,,,,,,
451100184,MAQ ZONTA RTO-TRONZADOR,PZ,384.8,,,,,MAQ ZONTA RTO-TRONZADOR,451100184,PZ,384.8,,,,,,,,,,,,,,,,,,,
424588242,MECHA EZETA COLA CONICA 56.00 MM,PZ,385.39,,,,,MECHA EZETA COLA CONICA 56.00 MM,424588242,PZ,385.39,,,,,,,,,,,,,,,,,,,
450802594,MECHA EZETA COLA CONICA 25.50 MM,PZ,385.74,,,,,MECHA EZETA COLA CONICA 25.50 MM,450802594,PZ,385.74,,,,,,,,,,,,,,,,,,,
451305567,COLA A-20 SINTETICA x     1/2  KG,PZ,386.08,,,,,COLA A-20 SINTETICA x     1/2  KG,451305567,PZ,386.08,,,,,,,,,,,,,,,,,,,
450906113,MECHA EZETA CILINDRICA A/R  0.50 MM,PZ,390,,,,,MECHA EZETA CILINDRICA A/R  0.50 MM,450906113,PZ,390,,,,,,,,,,,,,,,,,,,
451305240,TEJ ROMBO ACINDAR 150-50-14-10 ML,PZ,390.45,,,,,TEJ ROMBO ACINDAR 150-50-14-10 ML,451305240,PZ,390.45,,,,,,,,,,,,,,,,,,,
450805146,MACHO URANGA A/RAPIDO BSP  1/8 x 28,PZ,390.92,,,,,MACHO URANGA A/RAPIDO BSP  1/8 x 28,450805146,PZ,390.92,,,,,,,,,,,,,,,,,,,
451305568,COLA A-20 SINTETICA x     800  GR,PZ,391.59,,,,,COLA A-20 SINTETICA x     800  GR,451305568,PZ,391.59,,,,,,,,,,,,,,,,,,,
450812128,CORREA SECCION A N.43,PZ,393.64,,,,,CORREA SECCION A N.43,450812128,PZ,393.64,,,,,,,,,,,,,,,,,,,
450813446,PICO GHERARDI PTA-PALA 102 MM,PZ,394.38,,,,,PICO GHERARDI PTA-PALA 102 MM,450813446,PZ,394.38,,,,,,,,,,,,,,,,,,,
451305378,DESINFECT ALLEMANDI LAVANDA 12x1 LT,PZ,395.01,,,,,DESINFECT ALLEMANDI LAVANDA 12x1 LT,451305378,PZ,395.01,,,,,,,,,,,,,,,,,,,
424572429,PITON HO PUL ESCUAD  25 - 100 x  50,PZ,396.18,,,,,PITON HO PUL ESCUAD  25 - 100 x  50,424572429,PZ,396.18,,,,,,,,,,,,,,,,,,,
450819339,MECHA EZETA COLA CONICA 43.00 MM,PZ,400,,,,,MECHA EZETA COLA CONICA 43.00 MM,450819339,PZ,400,,,,,,,,,,,,,,,,,,,
451305299,TORNILLO TIRAFONDO GALV 1/4 x2,PZ,403.18,,,,,TORNILLO TIRAFONDO GALV 1/4 x2,451305299,PZ,403.18,,,,,,,,,,,,,,,,,,,
451305307,TORNILLO TIRAFONDO GALV 1/4 x4 1/2,PZ,403.18,,,,,TORNILLO TIRAFONDO GALV 1/4 x4 1/2,451305307,PZ,403.18,,,,,,,,,,,,,,,,,,,
451305367,LIMPIAMANOS ALLEMANDI POLVO 24x400G,PZ,403.18,,,,,LIMPIAMANOS ALLEMANDI POLVO 24x400G,451305367,PZ,403.18,,,,,,,,,,,,,,,,,,,
450812911,TOPE AUTOADHESIVO RECTANGULAR,PZ,408.32,,,,,TOPE AUTOADHESIVO RECTANGULAR,450812911,PZ,408.32,,,,,,,,,,,,,,,,,,,
451305303,TORNILLO TIRAFONDO GALV 1/4 x3,PZ,408.69,,,,,TORNILLO TIRAFONDO GALV 1/4 x3,451305303,PZ,408.69,,,,,,,,,,,,,,,,,,,
451305308,MACHO URANGA A/RAPIDO M  7 x 0.75,PZ,408.69,,,,,MACHO URANGA A/RAPIDO M  7 x 0.75,451305308,PZ,408.69,,,,,,,,,,,,,,,,,,,
451305368,LIMPIAMANOS ALLEMANDI POLVO 12x850G,PZ,408.69,,,,,LIMPIAMANOS ALLEMANDI POLVO 12x850G,451305368,PZ,408.69,,,,,,,,,,,,,,,,,,,
451305569,COLA A-20 SINTETICA x  1       KG,PZ,408.69,,,,,COLA A-20 SINTETICA x  1       KG,451305569,PZ,408.69,,,,,,,,,,,,,,,,,,,
413063116,CLAVO C/CHATA 10-30,PZ,408.77,,,,,CLAVO C/CHATA 10-30,413063116,PZ,408.77,,,,,,,,,,,,,,,,,,,
424582566,CADENA P/PERRO N.10 LARGO 2.20 MT,PQ,409.41,,,,,CADENA P/PERRO N.10 LARGO 2.20 MT,424582566,PQ,409.41,,,,,,,,,,,,,,,,,,,
424564916,CARRETILLA CUART TELESCOPICA  70 LT,PZ,410.07,,,,,CARRETILLA CUART TELESCOPICA  70 LT,424564916,PZ,410.07,,,,,,,,,,,,,,,,,,,
424564917,CANASTO CHAPA P/ALBAÃ‘IL 1 PZA,PZ,410.07,,,,,CANASTO CHAPA P/ALBAÃ‘IL 1 PZA,424564917,PZ,410.07,,,,,,,,,,,,,,,,,,,
424561623,PITON HO PUL ESCUAD  20 -  40 x 100,PZ,413.13,,,,,PITON HO PUL ESCUAD  20 -  40 x 100,424561623,PZ,413.13,,,,,,,,,,,,,,,,,,,
451305518,COLA T-15 P/TELGOPOR  1    KG,PZ,414.2,,,,,COLA T-15 P/TELGOPOR  1    KG,451305518,PZ,414.2,,,,,,,,,,,,,,,,,,,
451305570,COLA A-20 SINTETICA x  6       KG,PZ,414.2,,,,,COLA A-20 SINTETICA x  6       KG,451305570,PZ,414.2,,,,,,,,,,,,,,,,,,,
424580017,CLAVO C/PLOMO  63 MM x 100 U,PZ,415.9,,,,,CLAVO C/PLOMO  63 MM x 100 U,424580017,PZ,415.9,,,,,,,,,,,,,,,,,,,
450303111,MECHA EZETA CILIND TITANIO  4.00 MM,PZ,416,,,,,MECHA EZETA CILIND TITANIO  4.00 MM,450303111,PZ,416,,,,,,,,,,,,,,,,,,,
450811590,CORREA SECCION A N.39,PZ,416,,,,,CORREA SECCION A N.39,450811590,PZ,416,,,,,,,,,,,,,,,,,,,
450803419,CAÃ‘O CRISTAL 25 - 31  x  25 MT,PZ,418.89,,,,,CAÃ‘O CRISTAL 25 - 31  x  25 MT,450803419,PZ,418.89,,,,,,,,,,,,,,,,,,,
450812993,BROCA MANUAL - MANGO BTU12 1/2,PZ,419.58,,,,,BROCA MANUAL - MANGO BTU12 1/2,450812993,PZ,419.58,,,,,,,,,,,,,,,,,,,
450813960,RIEGO ACOPLE RAPIDO H 1/2,PZ,425.22,,,,,RIEGO ACOPLE RAPIDO H 1/2,450813960,PZ,425.22,,,,,,,,,,,,,,,,,,,
424580039,CHAIRA BIASSONI LISA 12 - 305 MM,PZ,425.57,,,,,CHAIRA BIASSONI LISA 12 - 305 MM,424580039,PZ,425.57,,,,,,,,,,,,,,,,,,,
424585130,TABLA PLANCHAR ECO C/POSA PLANCHA,PZ,425.57,,,,,TABLA PLANCHAR ECO C/POSA PLANCHA,424585130,PZ,425.57,,,,,,,,,,,,,,,,,,,
424580023,CADENA P/PERRO N.11 LARGO 2.20 MT,PZ,425.98,,,,,CADENA P/PERRO N.11 LARGO 2.20 MT,424580023,PZ,425.98,,,,,,,,,,,,,,,,,,,
451305603,CANDADO 606 40MM JGO  6 PZS MAESTRO,PZ,431.68,,,,,CANDADO 606 40MM JGO  6 PZS MAESTRO,451305603,PZ,431.68,,,,,,,,,,,,,,,,,,,
450800788,CORREA SECCION A N.58,PZ,435.4,,,,,CORREA SECCION A N.58,450800788,PZ,435.4,,,,,,,,,,,,,,,,,,,
450905296,GANCHO CONTRA VIENTO 24 -  90 x 15,PZ,436.8,,,,,GANCHO CONTRA VIENTO 24 -  90 x 15,450905296,PZ,436.8,,,,,,,,,,,,,,,,,,,
451305519,COLA T-15 P/TELGOPOR  6    KG,PZ,437.19,,,,,COLA T-15 P/TELGOPOR  6    KG,451305519,PZ,437.19,,,,,,,,,,,,,,,,,,,
450800898,CALEFACTOR P/MICROGARRAFA,PZ,437.56,,,,,CALEFACTOR P/MICROGARRAFA,450800898,PZ,437.56,,,,,,,,,,,,,,,,,,,
450813645,CLAVO P/PARIS FRACC  7,PZ,437.83,,,,,CLAVO P/PARIS FRACC  7,450813645,PZ,437.83,,,,,,,,,,,,,,,,,,,
450811339,MACHO URANGA A/RAPIDO M 12 x 1.50,PZ,438.26,,,,,MACHO URANGA A/RAPIDO M 12 x 1.50,450811339,PZ,438.26,,,,,,,,,,,,,,,,,,,
450818796,CLAVO C/CHATA 12-30,PZ,440,,,,,CLAVO C/CHATA 12-30,450818796,PZ,440,,,,,,,,,,,,,,,,,,,
450302953,HILO ALGODON CRUDO 10 x 100 GR,PZ,441.15,,,,,HILO ALGODON CRUDO 10 x 100 GR,450302953,PZ,441.15,,,,,,,,,,,,,,,,,,,
451305316,TORNILLO TIRAFONDO GALV 5/16x2 3/4,PZ,442.7,,,,,TORNILLO TIRAFONDO GALV 5/16x2 3/4,451305316,PZ,442.7,,,,,,,,,,,,,,,,,,,
451305318,TORNILLO TIRAFONDO GALV 5/16x3 1/4,PZ,442.7,,,,,TORNILLO TIRAFONDO GALV 5/16x3 1/4,451305318,PZ,442.7,,,,,,,,,,,,,,,,,,,
451305550,MACHO URANGA A/RAPIDO M  6 x 0.50,PZ,442.7,,,,,MACHO URANGA A/RAPIDO M  6 x 0.50,451305550,PZ,442.7,,,,,,,,,,,,,,,,,,,
451305628,CAÃ‘O ALTA PRESION ROJO 10 MM x50 MT,PZ,442.7,,,,,CAÃ‘O ALTA PRESION ROJO 10 MM x50 MT,451305628,PZ,442.7,,,,,,,,,,,,,,,,,,,
451300793,CLAVO ESCUADRA PUL 24 - 110,PZ,444.23,,,,,CLAVO ESCUADRA PUL 24 - 110,451300793,PZ,444.23,,,,,,,,,,,,,,,,,,,
424572631,REGADERA CHAPA GALV RTO-FLOR,PZ,445.74,,,,,REGADERA CHAPA GALV RTO-FLOR,424572631,PZ,445.74,,,,,,,,,,,,,,,,,,,
424590997,PITON HO PUL ESCUAD  19 -  50 x 100,PZ,445.94,,,,,PITON HO PUL ESCUAD  19 -  50 x 100,424590997,PZ,445.94,,,,,,,,,,,,,,,,,,,
451305577,CAÃ‘O RIEGO BLUE 1     x 25 MT,PZ,446.12,,,,,CAÃ‘O RIEGO BLUE 1     x 25 MT,451305577,PZ,446.12,,,,,,,,,,,,,,,,,,,
450819917,MECHA EZETA COLA CONICA 43.25 MM,PZ,450,,,,,MECHA EZETA COLA CONICA 43.25 MM,450819917,PZ,450,,,,,,,,,,,,,,,,,,,
450819918,MECHA EZETA COLA CONICA 43.50 MM,PZ,450,,,,,MECHA EZETA COLA CONICA 43.50 MM,450819918,PZ,450,,,,,,,,,,,,,,,,,,,
450409214,CURVA CHAPA GALV CORRUGADA 3 ANG 90,PZ,451.348842252,,,,,CURVA CHAPA GALV CORRUGADA 3 ANG 90,450409214,PZ,451.348842252,,,,,,,,,,,,,,,,,,,
450813116,CORREA SECCION A N.38,PZ,453.65,,,,,CORREA SECCION A N.38,450813116,PZ,453.65,,,,,,,,,,,,,,,,,,,
450802761,ABRAZ AMERICANA 3002/5  30 -  40 MM,PZ,453.66,,,,,ABRAZ AMERICANA 3002/5  30 -  40 MM,450802761,PZ,453.66,,,,,,,,,,,,,,,,,,,
422000834,CINTA EVEL 110 STANDARD    10 MT,PZ,456.65,,,,,CINTA EVEL 110 STANDARD    10 MT,422000834,PZ,456.65,,,,,,,,,,,,,,,,,,,
450803321,GRAMPA P/CERCO  8-38 MM,PZ,456.72,,,,,GRAMPA P/CERCO  8-38 MM,450803321,PZ,456.72,,,,,,,,,,,,,,,,,,,
451305317,TORNILLO TIRAFONDO GALV 5/16x3,PZ,459.42,,,,,TORNILLO TIRAFONDO GALV 5/16x3,451305317,PZ,459.42,,,,,,,,,,,,,,,,,,,
451305319,TORNILLO TIRAFONDO GALV 5/16x3 1/2,PZ,459.42,,,,,TORNILLO TIRAFONDO GALV 5/16x3 1/2,451305319,PZ,459.42,,,,,,,,,,,,,,,,,,,
450812916,MECHA EZETA COLA CONICA  9.50 MM,PZ,461.06,,,,,MECHA EZETA COLA CONICA  9.50 MM,450812916,PZ,461.06,,,,,,,,,,,,,,,,,,,
450409102,TOR P/AGUJ C/TROMP P/MAD  8 x 3,PZ,462.407925676,,,,,TOR P/AGUJ C/TROMP P/MAD  8 x 3,450409102,PZ,462.407925676,,,,,,,,,,,,,,,,,,,
450409103,TOR P/AGUJ C/TROMP P/MAD 10 x 1 1/2,PZ,462.407925676,,,,,TOR P/AGUJ C/TROMP P/MAD 10 x 1 1/2,450409103,PZ,462.407925676,,,,,,,,,,,,,,,,,,,
424595668,TENAZA GHERARDI ARMAD N.12 ME CORTE,PZ,464.39,,,,,TENAZA GHERARDI ARMAD N.12 ME CORTE,424595668,PZ,464.39,,,,,,,,,,,,,,,,,,,
450409207,SOMBRERETE DOBLE ALA GALV 6,PZ,466.670280746,,,,,SOMBRERETE DOBLE ALA GALV 6,450409207,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409208,SOMBRERETE TIPO H GALV 3,PZ,466.670280746,,,,,SOMBRERETE TIPO H GALV 3,450409208,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409209,SOMBRERETE TIPO H GALV 4,PZ,466.670280746,,,,,SOMBRERETE TIPO H GALV 4,450409209,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409210,SOMBRERETE TIPO H GALV 6,PZ,466.670280746,,,,,SOMBRERETE TIPO H GALV 6,450409210,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409211,CURVA CHAPA GALV CORRUGADA 3 ANG 45,PZ,466.670280746,,,,,CURVA CHAPA GALV CORRUGADA 3 ANG 45,450409211,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409212,CURVA CHAPA GALV ARTICULADA 3,PZ,466.670280746,,,,,CURVA CHAPA GALV ARTICULADA 3,450409212,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
450409213,CAÃ‘O VENTILACION CHAPA GALV 6,PZ,466.670280746,,,,,CAÃ‘O VENTILACION CHAPA GALV 6,450409213,PZ,466.670280746,,,,,,,,,,,,,,,,,,,
424566339,CORTINA P/BAÃ‘O COMPLETA BLANCA,PZ,466.7,,,,,CORTINA P/BAÃ‘O COMPLETA BLANCA,424566339,PZ,466.7,,,,,,,,,,,,,,,,,,,
450900139,SELLA ROSCAS DUKE  90 GR,PZ,467.14,,,,,SELLA ROSCAS DUKE  90 GR,450900139,PZ,467.14,,,,,,,,,,,,,,,,,,,
450803061,PALA GHERARDI FORJ ANCHA        C/C,PZ,469.07,,,,,PALA GHERARDI FORJ ANCHA        C/C,450803061,PZ,469.07,,,,,,,,,,,,,,,,,,,
451305578,CAÃ‘O RIEGO BLUE 1     x 50 MT,PZ,470.25,,,,,CAÃ‘O RIEGO BLUE 1     x 50 MT,451305578,PZ,470.25,,,,,,,,,,,,,,,,,,,
450820451,RIEGO ROCIA GIRAT C/BASE ACOPLE RAP,PZ,470.8,,,,,RIEGO ROCIA GIRAT C/BASE ACOPLE RAP,450820451,PZ,470.8,,,,,,,,,,,,,,,,,,,
451305571,COLA A-20 SINTETICA x 24       KG,PZ,471.2,,,,,COLA A-20 SINTETICA x 24       KG,451305571,PZ,471.2,,,,,,,,,,,,,,,,,,,
424580480,MECHA EZETA CILIND TITANIO 12.25 MM,PZ,473.33,,,,,MECHA EZETA CILIND TITANIO 12.25 MM,424580480,PZ,473.33,,,,,,,,,,,,,,,,,,,
451305324,TORNILLO TIRAFONDO GALV 3/8 x1,PZ,473.48,,,,,TORNILLO TIRAFONDO GALV 3/8 x1,451305324,PZ,473.48,,,,,,,,,,,,,,,,,,,
450812705,CINTA PASACABLES FLEJE 15 MT,MT,474.34,,,,,CINTA PASACABLES FLEJE 15 MT,450812705,MT,474.34,,,,,,,,,,,,,,,,,,,
451305458,PINTURA MATRA AEROSOL NEGRO MATE,PZ,476.9,,,,,PINTURA MATRA AEROSOL NEGRO MATE,451305458,PZ,476.9,,,,,,,,,,,,,,,,,,,
451305572,CEMENTO 101 DE CONTACTO x 18     LT,PZ,476.9,,,,,CEMENTO 101 DE CONTACTO x 18     LT,451305572,PZ,476.9,,,,,,,,,,,,,,,,,,,
451305594,CAÃ‘O HIDROCARBURO  8 - 13  x 50 MT,PZ,476.9,,,,,CAÃ‘O HIDROCARBURO  8 - 13  x 50 MT,451305594,PZ,476.9,,,,,,,,,,,,,,,,,,,
450409197,ESQUINERO ANG CROM  100 x 100 MM,PZ,478.305358099,,,,,ESQUINERO ANG CROM  100 x 100 MM,450409197,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409198,ESQUINERO ANG CROM   90 x  90 MM,PZ,478.305358099,,,,,ESQUINERO ANG CROM   90 x  90 MM,450409198,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409199,CAÃ‘O VENTILACION CHAPA GALV 3,PZ,478.305358099,,,,,CAÃ‘O VENTILACION CHAPA GALV 3,450409199,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409200,CAÃ‘O VENTILACION CHAPA GALV 4,PZ,478.305358099,,,,,CAÃ‘O VENTILACION CHAPA GALV 4,450409200,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409201,ESQUINERO ANG CROM   50 x  50 MM,PZ,478.305358099,,,,,ESQUINERO ANG CROM   50 x  50 MM,450409201,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409202,ESQUINERO ANG CROM   38 x  38 MM,PZ,478.305358099,,,,,ESQUINERO ANG CROM   38 x  38 MM,450409202,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409203,CURVA CHAPA GALV ARTICULADA 4,PZ,478.305358099,,,,,CURVA CHAPA GALV ARTICULADA 4,450409203,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450409204,CURVA CHAPA GALV ARTICULADA 6,PZ,478.305358099,,,,,CURVA CHAPA GALV ARTICULADA 6,450409204,PZ,478.305358099,,,,,,,,,,,,,,,,,,,
450800572,MACHO URANGA A/RAPIDO M 14 x 1.50,PZ,479.38,,,,,MACHO URANGA A/RAPIDO M 14 x 1.50,450800572,PZ,479.38,,,,,,,,,,,,,,,,,,,
450813858,BIS FICHA P/SOLD REF  60-33   x 2.5,PZ,480.48,,,,,BIS FICHA P/SOLD REF  60-33   x 2.5,450813858,PZ,480.48,,,,,,,,,,,,,,,,,,,
451305325,TORNILLO TIRAFONDO GALV 3/8 x1 1/4,PZ,480.51,,,,,TORNILLO TIRAFONDO GALV 3/8 x1 1/4,451305325,PZ,480.51,,,,,,,,,,,,,,,,,,,
451305520,COLA W-3 RESISTENTE AL AGUA x  1 KG,PZ,482.41,,,,,COLA W-3 RESISTENTE AL AGUA x  1 KG,451305520,PZ,482.41,,,,,,,,,,,,,,,,,,,
450803773,ADAP PHILLIPS P/AUTOPERF  2 x 50 MM,PZ,482.52,,,,,ADAP PHILLIPS P/AUTOPERF  2 x 50 MM,450803773,PZ,482.52,,,,,,,,,,,,,,,,,,,
424590192,CADENA P/PERRO N.10 LARGO 1.70 MT,PZ,483.74,,,,,CADENA P/PERRO N.10 LARGO 1.70 MT,424590192,PZ,483.74,,,,,,,,,,,,,,,,,,,
450814866,TENSOR ACERO GALV IMP  3/8,PZ,484.56,,,,,TENSOR ACERO GALV IMP  3/8,450814866,PZ,484.56,,,,,,,,,,,,,,,,,,,
424582109,TELA M/SOMBRA  50 MT NEGR-VERDE 80%,CJ,489.42,,,,,TELA M/SOMBRA  50 MT NEGR-VERDE 80%,424582109,CJ,489.42,,,,,,,,,,,,,,,,,,,
424585129,CINTA TEFLON  1     x 20 MT,PZ,491.4,,,,,CINTA TEFLON  1     x 20 MT,424585129,PZ,491.4,,,,,,,,,,,,,,,,,,,
450901079,CLAVO ACERO GALV 1.7 - 20 x 400,PZ,493.71,,,,,CLAVO ACERO GALV 1.7 - 20 x 400,450901079,PZ,493.71,,,,,,,,,,,,,,,,,,,
450800074,ANAFE 2 HORN ENLOZ C/ROB GAS NAT,PZ,495.53,,,,,ANAFE 2 HORN ENLOZ C/ROB GAS NAT,450800074,PZ,495.53,,,,,,,,,,,,,,,,,,,
450800741,GRIFERIA VENUS BIDET BLANCO,PZ,496.85,,,,,GRIFERIA VENUS BIDET BLANCO,450800741,PZ,496.85,,,,,,,,,,,,,,,,,,,
450812094,PUNTA GHERARDI HEXAGONAL 18-21 350,PZ,496.98,,,,,PUNTA GHERARDI HEXAGONAL 18-21 350,450812094,PZ,496.98,,,,,,,,,,,,,,,,,,,
450813941,CLAVO C/CHATA 12-35,PZ,498.24,,,,,CLAVO C/CHATA 12-35,450813941,PZ,498.24,,,,,,,,,,,,,,,,,,,
450813965,PALA GHERARDI ESTAMPADA CARBONERA,PZ,498.66,,,,,PALA GHERARDI ESTAMPADA CARBONERA,450813965,PZ,498.66,,,,,,,,,,,,,,,,,,,
424573979,MACHO URANGA A/RAPIDO M 20 x 2.00,PZ,499.2,,,,,MACHO URANGA A/RAPIDO M 20 x 2.00,424573979,PZ,499.2,,,,,,,,,,,,,,,,,,,
451305311,TORNILLO TIRAFONDO GALV 5/16x1 1/2,PZ,499.89,,,,,TORNILLO TIRAFONDO GALV 5/16x1 1/2,451305311,PZ,499.89,,,,,,,,,,,,,,,,,,,
450802636,FAROL RTO-PICO BRONCE,PZ,501.48,,,,,FAROL RTO-PICO BRONCE,450802636,PZ,501.48,,,,,,,,,,,,,,,,,,,
422003008,MECHA EZETA COLA CONICA 53.00 MM,PZ,501.96,,,,,MECHA EZETA COLA CONICA 53.00 MM,422003008,PZ,501.96,,,,,,,,,,,,,,,,,,,
424595576,AZADA GHERARDI MENDOCINA 3 1/2  LBS,PZ,503.67,,,,,AZADA GHERARDI MENDOCINA 3 1/2  LBS,424595576,PZ,503.67,,,,,,,,,,,,,,,,,,,
451404424,MAQ ZONTA CORTA CERAMICO 33 CM,PZ,504.9,,,,,MAQ ZONTA CORTA CERAMICO 33 CM,451404424,PZ,504.9,,,,,,,,,,,,,,,,,,,
424588344,CLAVO PUNTA PARIS 4      x 20 KG,PZ,508.62,,,,,CLAVO PUNTA PARIS 4      x 20 KG,424588344,PZ,508.62,,,,,,,,,,,,,,,,,,,
451305581,TORNILLO TIRAFONDO GALV 5/16x1 1/4,PZ,510.91,,,,,TORNILLO TIRAFONDO GALV 5/16x1 1/4,451305581,PZ,510.91,,,,,,,,,,,,,,,,,,,
451305582,CANDADO 606 30 MM ARCO ALTO  52 MM,PZ,510.91,,,,,CANDADO 606 30 MM ARCO ALTO  52 MM,451305582,PZ,510.91,,,,,,,,,,,,,,,,,,,
451305583,TORNILLO TIRAFONDO GALV 1/4 x5,PZ,510.91,,,,,TORNILLO TIRAFONDO GALV 1/4 x5,451305583,PZ,510.91,,,,,,,,,,,,,,,,,,,
451305584,CANDADO 606 40 MM,PZ,510.91,,,,,CANDADO 606 40 MM,451305584,PZ,510.91,,,,,,,,,,,,,,,,,,,
